,team_tri_for,gameid_for,teamloc_for,goals_for,hits_for,goals_pp_for,shots_for,shots_blocked_for,poss_giveaway_for,poss_takeaway_for,win_for,seasonIdx_for,gameDate_for,gameEnd_for,gameDate_prev_for,gameDate_del_for,gameIdx_next_for,team_tri_against,gameid_against,teamloc_against,goals_against,hits_against,goals_pp_against,shots_against,shots_blocked_against,poss_giveaway_against,poss_takeaway_against,win_against,seasonIdx_against,gameDate_against,gameEnd_against,gameDate_prev_against,gameDate_del_against,gameIdx_now_against,gameIdx_next_against,fenwick_for,corsi_for,fenwick_against,corsi_against,corsi_lvl,corsi_pct,fenwick_lvl,rshots_for,rshots_blocked_for,rshots_against,rshots_blocked_against,rgoals_for,rgoals_against,rpe,rpe_10,rwin,rgame,rwp,rfenwick_for,rfenwick_against,rfenwick_lvl,rcorsi_for,rcorsi_against,rcorsi_lvl,rcorsi_pct,team_tri_for_oppo,gameid_for_oppo,teamloc_for_oppo,goals_for_oppo,hits_for_oppo,goals_pp_for_oppo,shots_for_oppo,shots_blocked_for_oppo,poss_giveaway_for_oppo,poss_takeaway_for_oppo,win_for_oppo,seasonIdx_for_oppo,gameDate_for_oppo,gameEnd_for_oppo,gameDate_prev_for_oppo,gameDate_del_for_oppo,gameIdx_now_for_oppo,gameIdx_next_for_oppo,team_tri_against_oppo,gameid_against_oppo,teamloc_against_oppo,goals_against_oppo,hits_against_oppo,goals_pp_against_oppo,shots_against_oppo,shots_blocked_against_oppo,poss_giveaway_against_oppo,poss_takeaway_against_oppo,win_against_oppo,seasonIdx_against_oppo,gameDate_against_oppo,gameEnd_against_oppo,gameDate_prev_against_oppo,gameDate_del_against_oppo,gameIdx_now_against_oppo,gameIdx_next_against_oppo,fenwick_for_oppo,corsi_for_oppo,fenwick_against_oppo,corsi_against_oppo,corsi_lvl_oppo,corsi_pct_oppo,fenwick_lvl_oppo,rshots_for_oppo,rshots_blocked_for_oppo,rshots_against_oppo,rshots_blocked_against_oppo,rgoals_for_oppo,rgoals_against_oppo,rpe_oppo,rpe_10_oppo,rwin_oppo,rgame_oppo,rwp_oppo,rfenwick_for_oppo,rfenwick_against_oppo,rfenwick_lvl_oppo,rcorsi_for_oppo,rcorsi_against_oppo,rcorsi_lvl_oppo,rcorsi_pct_oppo,fenwick_lvl_for,corsi_lvl_for,rpe_for,rwin_for,rgame_for,wp,kpi_corsi,kpi_fenwick,kpi_pe,rwin_fittedPE,wp_own,wp_ow,wp_oow,rpi,pairwise_win,kpi_pairwise,kpi_rpi,kpi_wp,Final,team_tri_for_against,fenwick_lvl_against,corsi_lvl_against,rpe_against,rwin_against,rgame_against,wp_against,kpi_corsi_against,kpi_fenwick_against,kpi_pe_against,rwin_fittedPE_against,wp_own_against,wp_ow_against,wp_oow_against,rpi_against,pairwise_win_against,kpi_pairwise_against,kpi_rpi_against,kpi_wp_against,Final_against,idx_OppoGood,idx_OppoBetter,win_for_better,win_for_expected,yr_season
0,PIT,2021020001,away,6,3.0,0.0,4.0,1.0,0.0,0.0,1,2,2021-10-12,REG,,,PIT_FLA_2021-10-14,TBL,2021020001,home,2,5.0,0.0,1.0,0.0,1.0,1.0,0,2,2021-10-12,REG,,,PIT_TBL_2021-10-12,TBL_DET_2021-10-14,4.0,5.0,1.0,1.0,4.0,0.8333333333333334,3.0,4.0,1.0,1.0,0.0,6,2,0.9,,1,1,1.0,4.0,1.0,3.0,5.0,1.0,4.0,0.8333333333333334,TBL,2021020001,home,2,5.0,0.0,1.0,0.0,1.0,1.0,0,2,2021-10-12,REG,,,PIT_TBL_2021-10-12,TBL_DET_2021-10-14,PIT,2021020001,away,6,3.0,0.0,4.0,1.0,0.0,0.0,1,2,2021-10-12,REG,,,PIT_TBL_2021-10-12,PIT_FLA_2021-10-14,1.0,1.0,4.0,5.0,-4.0,0.16666666666666666,-3.0,1.0,0.0,4.0,1.0,2,6,0.1,,0,1,0.0,1.0,4.0,-3.0,1.0,5.0,-4.0,0.16666666666666666,8.0,-14.0,0.5783657835939994,49,89,0.550561797752809,0.4417989417989418,0.44505494505494503,0.7845628092532075,41.91505774647941,0.550561797752809,0.5098837209302326,0.550561797752809,0.5302227593415207,12,0.6451612903225806,0.6545287458464585,0.6450543378154355,0.6451612903225806,TBL,-74.0,-109.0,0.5918055083304998,65,105,0.6190476190476191,0.19047619047619047,0.21978021978021978,0.8230345375350016,42.80730878782727,0.6190476190476191,0.5032679738562091,0.6190476190476191,0.5611577964519141,6,0.8387096774193549,0.8028653225500036,0.8015612802498048,0.967741935483871,True,False,1,0,2021
1,PIT,2021020010,away,4,2.0,0.0,8.0,0.0,0.0,0.0,0,2,2021-10-14,OT,2021-10-12,2 days,CHI_PIT_2021-10-16,FLA,2021020010,home,5,4.0,0.0,9.0,4.0,2.0,0.0,1,2,2021-10-14,OT,,,PIT_FLA_2021-10-14,NYI_FLA_2021-10-16,8.0,8.0,9.0,13.0,-5.0,0.38095238095238093,-1.0,12.0,1.0,10.0,4.0,10,7,0.6711409395973155,,1,2,0.5,12.0,10.0,2.0,13.0,14.0,-1.0,0.48148148148148145,FLA,2021020010,home,5,4.0,0.0,9.0,4.0,2.0,0.0,1,2,2021-10-14,OT,,,PIT_FLA_2021-10-14,NYI_FLA_2021-10-16,PIT,2021020010,away,4,2.0,0.0,8.0,0.0,0.0,0.0,0,2,2021-10-14,OT,2021-10-12,2 days,PIT_FLA_2021-10-14,CHI_PIT_2021-10-16,9.0,13.0,8.0,8.0,5.0,0.6190476190476191,1.0,9.0,4.0,8.0,0.0,5,4,0.6097560975609756,,1,1,1.0,9.0,8.0,1.0,13.0,8.0,5.0,0.6190476190476191,8.0,-14.0,0.5783657835939994,49,89,0.550561797752809,0.4417989417989418,0.44505494505494503,0.7845628092532075,41.91505774647941,0.550561797752809,0.5098837209302326,0.550561797752809,0.5302227593415207,12,0.6451612903225806,0.6545287458464585,0.6450543378154355,0.6451612903225806,FLA,210.0,191.0,0.6303138438577777,62,92,0.6739130434782609,0.9841269841269841,1.0,0.9332661270977017,45.363841986864564,0.6739130434782609,0.48381877022653724,0.6739130434782609,0.578865906852399,2,0.967741935483871,0.8877774714290447,0.9269422665716321,0.9354838709677419,True,False,0,0,2021
2,PIT,2021020026,home,5,3.0,0.0,4.0,1.0,0.0,0.0,1,2,2021-10-16,REG,2021-10-14,2 days,DAL_PIT_2021-10-19,CHI,2021020026,away,2,5.0,0.0,6.0,4.0,2.0,2.0,0,2,2021-10-16,REG,2021-10-15,1 days,CHI_PIT_2021-10-16,NYI_CHI_2021-10-19,4.0,5.0,6.0,10.0,-5.0,0.3333333333333333,-2.0,16.0,2.0,16.0,8.0,15,9,0.7352941176470589,,2,3,0.6666666666666666,16.0,16.0,0.0,18.0,24.0,-6.0,0.42857142857142855,CHI,2021020026,away,2,5.0,0.0,6.0,4.0,2.0,2.0,0,2,2021-10-16,REG,2021-10-15,1 days,CHI_PIT_2021-10-16,NYI_CHI_2021-10-19,PIT,2021020026,home,5,3.0,0.0,4.0,1.0,0.0,0.0,1,2,2021-10-16,REG,2021-10-14,2 days,CHI_PIT_2021-10-16,DAL_PIT_2021-10-19,6.0,10.0,4.0,5.0,5.0,0.6666666666666666,2.0,17.0,8.0,11.0,2.0,7,13,0.22477064220183487,,0,3,0.0,17.0,11.0,6.0,25.0,13.0,12.0,0.6578947368421053,8.0,-14.0,0.5783657835939994,49,89,0.550561797752809,0.4417989417989418,0.44505494505494503,0.7845628092532075,41.91505774647941,0.550561797752809,0.5098837209302326,0.550561797752809,0.5302227593415207,12,0.6451612903225806,0.6545287458464585,0.6450543378154355,0.6451612903225806,CHI,105.0,151.0,0.3615823042475234,28,82,0.34146341463414637,0.8783068783068783,0.7115384615384616,0.16401177291024369,27.523000692767,0.34146341463414637,0.4909197422378442,0.34146341463414637,0.4161915784359953,27,0.16129032258064516,0.10773790306756528,0.16721311475409836,0.16129032258064516,False,True,0,1,2021
3,PIT,2021020044,home,1,3.0,0.0,1.0,2.0,0.0,0.0,0,2,2021-10-19,SO,2021-10-16,3 days,TOR_PIT_2021-10-23,DAL,2021020044,away,2,9.0,0.0,1.0,2.0,0.0,0.0,1,2,2021-10-19,SO,2021-10-17,2 days,DAL_PIT_2021-10-19,LAK_DAL_2021-10-22,1.0,3.0,1.0,3.0,0.0,0.5,0.0,17.0,4.0,17.0,10.0,16,11,0.6790450928381963,,2,4,0.5,17.0,17.0,0.0,21.0,27.0,-6.0,0.4375,DAL,2021020044,away,2,9.0,0.0,1.0,2.0,0.0,0.0,1,2,2021-10-19,SO,2021-10-17,2 days,DAL_PIT_2021-10-19,LAK_DAL_2021-10-22,PIT,2021020044,home,1,3.0,0.0,1.0,2.0,0.0,0.0,0,2,2021-10-19,SO,2021-10-16,3 days,DAL_PIT_2021-10-19,TOR_PIT_2021-10-23,1.0,3.0,1.0,3.0,0.0,0.5,0.0,8.0,6.0,11.0,11.0,8,9,0.4413793103448276,,2,4,0.5,8.0,11.0,-3.0,14.0,22.0,-8.0,0.3888888888888889,8.0,-14.0,0.5783657835939994,49,89,0.550561797752809,0.4417989417989418,0.44505494505494503,0.7845628092532075,41.91505774647941,0.550561797752809,0.5098837209302326,0.550561797752809,0.5302227593415207,12,0.6451612903225806,0.6545287458464585,0.6450543378154355,0.6451612903225806,DAL,-53.0,-47.0,0.48246153846153844,49,89,0.550561797752809,0.3544973544973545,0.2774725274725275,0.510033223852835,35.548062568615386,0.550561797752809,0.49294245385450597,0.550561797752809,0.5217521258036575,13,0.6129032258064516,0.613911216375491,0.6450543378154355,0.6129032258064516,False,True,0,0,2021
4,PIT,2021020071,home,7,4.0,1.0,5.0,1.0,1.0,1.0,1,2,2021-10-23,REG,2021-10-19,4 days,TBL_PIT_2021-10-26,TOR,2021020071,away,1,3.0,0.0,3.0,1.0,0.0,1.0,0,2,2021-10-23,REG,2021-10-22,1 days,TOR_PIT_2021-10-23,TOR_CAR_2021-10-25,5.0,6.0,3.0,4.0,2.0,0.6,2.0,22.0,5.0,20.0,11.0,23,12,0.7860326894502229,,3,5,0.6,22.0,20.0,2.0,27.0,31.0,-4.0,0.46551724137931033,TOR,2021020071,away,1,3.0,0.0,3.0,1.0,0.0,1.0,0,2,2021-10-23,REG,2021-10-22,1 days,TOR_PIT_2021-10-23,TOR_CAR_2021-10-25,PIT,2021020071,home,7,4.0,1.0,5.0,1.0,1.0,1.0,1,2,2021-10-23,REG,2021-10-19,4 days,TOR_PIT_2021-10-23,TBL_PIT_2021-10-26,3.0,4.0,5.0,6.0,-2.0,0.4,-2.0,10.0,16.0,19.0,11.0,12,19,0.2851485148514851,,2,6,0.3333333333333333,10.0,19.0,-9.0,26.0,30.0,-4.0,0.4642857142857143,8.0,-14.0,0.5783657835939994,49,89,0.550561797752809,0.4417989417989418,0.44505494505494503,0.7845628092532075,41.91505774647941,0.550561797752809,0.5098837209302326,0.550561797752809,0.5302227593415207,12,0.6451612903225806,0.6545287458464585,0.6450543378154355,0.6451612903225806,TOR,-92.0,-74.0,0.6013752178213159,57,89,0.6404494382022472,0.2830687830687831,0.17032967032967034,0.850428198527663,43.442633054208066,0.6404494382022472,0.49720044792833146,0.6404494382022472,0.5688249430652893,4,0.9032258064516129,0.8396300523821896,0.8504696997605451,0.8387096774193549,True,False,1,0,2021
5,PIT,2021020091,home,1,2.0,0.0,2.0,1.0,2.0,3.0,0,2,2021-10-26,REG,2021-10-23,3 days,CGY_PIT_2021-10-28,TBL,2021020091,away,5,1.0,0.0,4.0,3.0,0.0,1.0,1,2,2021-10-26,REG,2021-10-25,1 days,TBL_PIT_2021-10-26,ARI_TBL_2021-10-28,2.0,3.0,4.0,7.0,-4.0,0.3,-2.0,24.0,6.0,24.0,14.0,24,17,0.6658959537572254,,3,6,0.5,24.0,24.0,0.0,30.0,38.0,-8.0,0.4411764705882353,TBL,2021020091,away,5,1.0,0.0,4.0,3.0,0.0,1.0,1,2,2021-10-26,REG,2021-10-25,1 days,TBL_PIT_2021-10-26,ARI_TBL_2021-10-28,PIT,2021020091,home,1,2.0,0.0,2.0,1.0,2.0,3.0,0,2,2021-10-26,REG,2021-10-23,3 days,TBL_PIT_2021-10-26,CGY_PIT_2021-10-28,4.0,7.0,2.0,3.0,4.0,0.7,2.0,22.0,15.0,27.0,7.0,21,27,0.3769230769230769,,3,7,0.42857142857142855,22.0,27.0,-5.0,37.0,34.0,3.0,0.5211267605633803,8.0,-14.0,0.5783657835939994,49,89,0.550561797752809,0.4417989417989418,0.44505494505494503,0.7845628092532075,41.91505774647941,0.550561797752809,0.5098837209302326,0.550561797752809,0.5302227593415207,12,0.6451612903225806,0.6545287458464585,0.6450543378154355,0.6451612903225806,TBL,-74.0,-109.0,0.5918055083304998,65,105,0.6190476190476191,0.19047619047619047,0.21978021978021978,0.8230345375350016,42.80730878782727,0.6190476190476191,0.5032679738562091,0.6190476190476191,0.5611577964519141,6,0.8387096774193549,0.8028653225500036,0.8015612802498048,0.967741935483871,True,False,0,0,2021
6,PIT,2021020103,home,0,3.0,0.0,5.0,1.0,1.0,0.0,0,2,2021-10-28,REG,2021-10-26,2 days,NJD_PIT_2021-10-30,CGY,2021020103,away,4,3.0,0.0,2.0,3.0,1.0,2.0,1,2,2021-10-28,REG,2021-10-26,2 days,CGY_PIT_2021-10-28,PHI_CGY_2021-10-30,5.0,6.0,2.0,5.0,1.0,0.5454545454545454,3.0,29.0,7.0,26.0,17.0,24,21,0.5663716814159292,,3,7,0.42857142857142855,29.0,26.0,3.0,36.0,43.0,-7.0,0.45569620253164556,CGY,2021020103,away,4,3.0,0.0,2.0,3.0,1.0,2.0,1,2,2021-10-28,REG,2021-10-26,2 days,CGY_PIT_2021-10-28,PHI_CGY_2021-10-30,PIT,2021020103,home,0,3.0,0.0,5.0,1.0,1.0,0.0,0,2,2021-10-28,REG,2021-10-26,2 days,CGY_PIT_2021-10-28,NJD_PIT_2021-10-30,2.0,5.0,5.0,6.0,-1.0,0.45454545454545453,-3.0,18.0,9.0,29.0,15.0,25,15,0.7352941176470589,,5,7,0.7142857142857143,18.0,29.0,-11.0,27.0,44.0,-17.0,0.38028169014084506,8.0,-14.0,0.5783657835939994,49,89,0.550561797752809,0.4417989417989418,0.44505494505494503,0.7845628092532075,41.91505774647941,0.550561797752809,0.5098837209302326,0.550561797752809,0.5302227593415207,12,0.6451612903225806,0.6545287458464585,0.6450543378154355,0.6451612903225806,CGY,132.0,98.0,0.6381285106736342,55,94,0.5851063829787234,0.7380952380952381,0.7857142857142857,0.9556359110216148,45.88265057416381,0.5851063829787234,0.4895027624309392,0.5851063829787234,0.5373045727048313,9,0.7419354838709677,0.6884867445848526,0.7239972096267875,0.7741935483870968,False,False,0,0,2021
7,PIT,2021020119,home,2,5.0,0.0,7.0,1.0,1.0,0.0,0,2,2021-10-30,REG,2021-10-28,2 days,PHI_PIT_2021-11-04,NJD,2021020119,away,4,5.0,0.0,8.0,1.0,1.0,0.0,1,2,2021-10-30,REG,2021-10-26,4 days,NJD_PIT_2021-10-30,CBJ_NJD_2021-10-31,7.0,8.0,8.0,9.0,-1.0,0.47058823529411764,-1.0,36.0,8.0,34.0,18.0,26,25,0.5196003074558032,,3,8,0.375,36.0,34.0,2.0,44.0,52.0,-8.0,0.4583333333333333,NJD,2021020119,away,4,5.0,0.0,8.0,1.0,1.0,0.0,1,2,2021-10-30,REG,2021-10-26,4 days,NJD_PIT_2021-10-30,CBJ_NJD_2021-10-31,PIT,2021020119,home,2,5.0,0.0,7.0,1.0,1.0,0.0,0,2,2021-10-30,REG,2021-10-28,2 days,NJD_PIT_2021-10-30,PHI_PIT_2021-11-04,8.0,9.0,7.0,8.0,1.0,0.5294117647058824,1.0,26.0,7.0,21.0,10.0,18,17,0.5285481239804242,,4,6,0.6666666666666666,26.0,21.0,5.0,33.0,31.0,2.0,0.515625,8.0,-14.0,0.5783657835939994,49,89,0.550561797752809,0.4417989417989418,0.44505494505494503,0.7845628092532075,41.91505774647941,0.550561797752809,0.5098837209302326,0.550561797752809,0.5302227593415207,12,0.6451612903225806,0.6545287458464585,0.6450543378154355,0.6451612903225806,NJD,42.0,10.0,0.394881639518982,27,82,0.32926829268292684,0.5052910052910053,0.5384615384615384,0.25933239916151407,29.733713125846695,0.32926829268292684,0.5149413020277481,0.32926829268292684,0.4221047973553375,28,0.12903225806451613,0.13609237533355015,0.13934426229508196,0.0967741935483871,False,True,0,0,2021
8,PIT,2021020153,home,3,2.0,0.0,5.0,2.0,3.0,0.0,1,2,2021-11-04,OT,2021-10-30,5 days,MIN_PIT_2021-11-06,PHI,2021020153,away,2,0.0,1.0,7.0,0.0,0.0,0.0,0,2,2021-11-04,OT,2021-11-02,2 days,PHI_PIT_2021-11-04,PHI_WSH_2021-11-06,5.0,7.0,7.0,7.0,0.0,0.5,-2.0,41.0,10.0,41.0,18.0,29,27,0.5356687898089172,,4,9,0.4444444444444444,41.0,41.0,0.0,51.0,59.0,-8.0,0.4636363636363636,PHI,2021020153,away,2,0.0,1.0,7.0,0.0,0.0,0.0,0,2,2021-11-04,OT,2021-11-02,2 days,PHI_PIT_2021-11-04,PHI_WSH_2021-11-06,PIT,2021020153,home,3,2.0,0.0,5.0,2.0,3.0,0.0,1,2,2021-11-04,OT,2021-10-30,5 days,PHI_PIT_2021-11-04,MIN_PIT_2021-11-06,7.0,7.0,5.0,7.0,0.0,0.5,2.0,44.0,7.0,37.0,16.0,30,24,0.6097560975609756,,5,9,0.5555555555555556,44.0,37.0,7.0,51.0,53.0,-2.0,0.49038461538461536,8.0,-14.0,0.5783657835939994,49,89,0.550561797752809,0.4417989417989418,0.44505494505494503,0.7845628092532075,41.91505774647941,0.550561797752809,0.5098837209302326,0.550561797752809,0.5302227593415207,12,0.6451612903225806,0.6545287458464585,0.6450543378154355,0.6451612903225806,PHI,-31.0,-102.0,0.3339283705231577,25,82,0.3048780487804878,0.20899470899470898,0.33791208791208793,0.0848513254289687,25.687081308501785,0.3048780487804878,0.5054441260744985,0.3048780487804878,0.4051610874274932,31,0.03225806451612903,0.05484560267298415,0.08360655737704913,0.03225806451612903,False,True,0,1,2021
9,PIT,2021020167,home,4,2.0,0.0,0.0,2.0,0.0,2.0,0,2,2021-11-06,SO,2021-11-04,2 days,PIT_CHI_2021-11-09,MIN,2021020167,away,5,2.0,0.0,4.0,2.0,0.0,0.0,1,2,2021-11-06,SO,2021-11-02,4 days,MIN_PIT_2021-11-06,NYI_MIN_2021-11-07,0.0,2.0,4.0,6.0,-4.0,0.25,-4.0,41.0,12.0,45.0,20.0,33,32,0.5153809749171794,,4,10,0.4,41.0,45.0,-4.0,53.0,65.0,-12.0,0.4491525423728814,MIN,2021020167,away,5,2.0,0.0,4.0,2.0,0.0,0.0,1,2,2021-11-06,SO,2021-11-02,4 days,MIN_PIT_2021-11-06,NYI_MIN_2021-11-07,PIT,2021020167,home,4,2.0,0.0,0.0,2.0,0.0,2.0,0,2,2021-11-06,SO,2021-11-04,2 days,MIN_PIT_2021-11-06,PIT_CHI_2021-11-09,4.0,6.0,0.0,2.0,4.0,0.75,4.0,31.0,15.0,35.0,20.0,32,34,0.46972477064220186,,7,10,0.7,31.0,35.0,-4.0,46.0,55.0,-9.0,0.45544554455445546,8.0,-14.0,0.5783657835939994,49,89,0.550561797752809,0.4417989417989418,0.44505494505494503,0.7845628092532075,41.91505774647941,0.550561797752809,0.5098837209302326,0.550561797752809,0.5302227593415207,12,0.6451612903225806,0.6545287458464585,0.6450543378154355,0.6451612903225806,MIN,-93.0,-68.0,0.5842518732717247,55,88,0.625,0.29894179894179895,0.16758241758241757,0.8014119670420362,42.30582986029763,0.625,0.49667178699436765,0.625,0.5608358934971838,7,0.8064516129032258,0.801321765897233,0.8151639344262294,0.7419354838709677,True,False,0,0,2021
10,PIT,2021020187,away,2,3.0,0.0,3.0,2.0,3.0,1.0,0,2,2021-11-09,SO,2021-11-06,3 days,FLA_PIT_2021-11-11,CHI,2021020187,home,3,7.0,0.0,6.0,4.0,5.0,0.0,1,2,2021-11-09,SO,2021-11-07,2 days,PIT_CHI_2021-11-09,ARI_CHI_2021-11-12,3.0,5.0,6.0,10.0,-5.0,0.3333333333333333,-3.0,44.0,14.0,51.0,24.0,35,35,0.5,0.4357512953367876,4,11,0.36363636363636365,44.0,51.0,-7.0,58.0,75.0,-17.0,0.43609022556390975,CHI,2021020187,home,3,7.0,0.0,6.0,4.0,5.0,0.0,1,2,2021-11-09,SO,2021-11-07,2 days,PIT_CHI_2021-11-09,ARI_CHI_2021-11-12,PIT,2021020187,away,2,3.0,0.0,3.0,2.0,3.0,1.0,0,2,2021-11-09,SO,2021-11-06,3 days,PIT_CHI_2021-11-09,FLA_PIT_2021-11-11,6.0,10.0,3.0,5.0,5.0,0.6666666666666666,3.0,80.0,33.0,44.0,26.0,31,50,0.277665414620052,0.326946847960445,3,14,0.21428571428571427,80.0,44.0,36.0,113.0,70.0,43.0,0.6174863387978142,8.0,-14.0,0.5783657835939994,49,89,0.550561797752809,0.4417989417989418,0.44505494505494503,0.7845628092532075,41.91505774647941,0.550561797752809,0.5098837209302326,0.550561797752809,0.5302227593415207,12,0.6451612903225806,0.6545287458464585,0.6450543378154355,0.6451612903225806,CHI,105.0,151.0,0.3615823042475234,28,82,0.34146341463414637,0.8783068783068783,0.7115384615384616,0.16401177291024369,27.523000692767,0.34146341463414637,0.4909197422378442,0.34146341463414637,0.4161915784359953,27,0.16129032258064516,0.10773790306756528,0.16721311475409836,0.16129032258064516,False,True,0,0,2021
