,team_tri_for,gameid_for,teamloc_for,goals_for,hits_for,goals_pp_for,shots_for,shots_blocked_for,poss_giveaway_for,poss_takeaway_for,win_for,seasonIdx_for,gameDate_for,gameEnd_for,gameDate_prev_for,gameDate_del_for,gameIdx_next_for,team_tri_against,gameid_against,teamloc_against,goals_against,hits_against,goals_pp_against,shots_against,shots_blocked_against,poss_giveaway_against,poss_takeaway_against,win_against,seasonIdx_against,gameDate_against,gameEnd_against,gameDate_prev_against,gameDate_del_against,gameIdx_now_against,gameIdx_next_against,fenwick_for,corsi_for,fenwick_against,corsi_against,corsi_lvl,corsi_pct,fenwick_lvl,rshots_for,rshots_blocked_for,rshots_against,rshots_blocked_against,rgoals_for,rgoals_against,rpe,rpe_10,rwin,rgame,rwp,rfenwick_for,rfenwick_against,rfenwick_lvl,rcorsi_for,rcorsi_against,rcorsi_lvl,rcorsi_pct,team_tri_for_oppo,gameid_for_oppo,teamloc_for_oppo,goals_for_oppo,hits_for_oppo,goals_pp_for_oppo,shots_for_oppo,shots_blocked_for_oppo,poss_giveaway_for_oppo,poss_takeaway_for_oppo,win_for_oppo,seasonIdx_for_oppo,gameDate_for_oppo,gameEnd_for_oppo,gameDate_prev_for_oppo,gameDate_del_for_oppo,gameIdx_now_for_oppo,gameIdx_next_for_oppo,team_tri_against_oppo,gameid_against_oppo,teamloc_against_oppo,goals_against_oppo,hits_against_oppo,goals_pp_against_oppo,shots_against_oppo,shots_blocked_against_oppo,poss_giveaway_against_oppo,poss_takeaway_against_oppo,win_against_oppo,seasonIdx_against_oppo,gameDate_against_oppo,gameEnd_against_oppo,gameDate_prev_against_oppo,gameDate_del_against_oppo,gameIdx_now_against_oppo,gameIdx_next_against_oppo,fenwick_for_oppo,corsi_for_oppo,fenwick_against_oppo,corsi_against_oppo,corsi_lvl_oppo,corsi_pct_oppo,fenwick_lvl_oppo,rshots_for_oppo,rshots_blocked_for_oppo,rshots_against_oppo,rshots_blocked_against_oppo,rgoals_for_oppo,rgoals_against_oppo,rpe_oppo,rpe_10_oppo,rwin_oppo,rgame_oppo,rwp_oppo,rfenwick_for_oppo,rfenwick_against_oppo,rfenwick_lvl_oppo,rcorsi_for_oppo,rcorsi_against_oppo,rcorsi_lvl_oppo,rcorsi_pct_oppo,fenwick_lvl_for,corsi_lvl_for,rpe_for,rwin_for,rgame_for,wp,kpi_corsi,kpi_fenwick,kpi_pe,rwin_fittedPE,wp_own,wp_ow,wp_oow,rpi,pairwise_win,kpi_pairwise,kpi_rpi,kpi_wp,Final,team_tri_for_against,fenwick_lvl_against,corsi_lvl_against,rpe_against,rwin_against,rgame_against,wp_against,kpi_corsi_against,kpi_fenwick_against,kpi_pe_against,rwin_fittedPE_against,wp_own_against,wp_ow_against,wp_oow_against,rpi_against,pairwise_win_against,kpi_pairwise_against,kpi_rpi_against,kpi_wp_against,Final_against,idx_OppoGood,idx_OppoBetter,win_for_better,win_for_expected,yr_season
0,TOR,2017020001,away,7,2.0,0.0,2.0,1.0,1.0,0.0,1,2,2017-10-04,REG,,,NYR_TOR_2017-10-07,WPG,2017020001,home,2,2.0,0.0,1.0,1.0,0.0,0.0,0,2,2017-10-04,REG,,,TOR_WPG_2017-10-04,WPG_CGY_2017-10-07,2.0,3.0,1.0,2.0,1.0,0.6,1.0,2.0,1.0,1.0,1.0,7,2,0.9245283018867925,,1,1,1.0,2.0,1.0,1.0,3.0,2.0,1.0,0.6,WPG,2017020001,home,2,2.0,0.0,1.0,1.0,0.0,0.0,0,2,2017-10-04,REG,,,TOR_WPG_2017-10-04,WPG_CGY_2017-10-07,TOR,2017020001,away,7,2.0,0.0,2.0,1.0,1.0,0.0,1,2,2017-10-04,REG,,,TOR_WPG_2017-10-04,NYR_TOR_2017-10-07,1.0,2.0,2.0,3.0,-1.0,0.4,-1.0,1.0,1.0,2.0,1.0,2,7,0.07547169811320754,,0,1,0.0,1.0,2.0,-1.0,2.0,3.0,-1.0,0.4,-107.0,-66.0,0.5661354607243484,52,89,0.5842696629213483,0.32167832167832167,0.1357142857142857,0.8192536931757578,41.10309778967839,0.5842696629213483,0.5020820939916716,0.5842696629213483,0.5431758784565099,7,0.8,0.8181300898043056,0.7944312166709301,0.7666666666666667,WPG,-157.0,-204.0,0.6169971671388101,61,99,0.6161616161616161,0.0,0.016666666666666666,1.0,44.47975999093484,0.6161616161616161,0.49498680738786277,0.6161616161616161,0.5555742117747395,2,0.9666666666666667,0.891320264702264,0.8851138353765323,0.9,True,False,1,0,2017
1,TOR,2017020016,home,8,1.0,0.0,5.0,3.0,1.0,1.0,1,2,2017-10-07,REG,2017-10-04,3 days,CHI_TOR_2017-10-09,NYR,2017020016,away,5,4.0,0.0,3.0,3.0,1.0,1.0,0,2,2017-10-07,REG,2017-10-05,2 days,NYR_TOR_2017-10-07,MTL_NYR_2017-10-08,5.0,8.0,3.0,6.0,2.0,0.5714285714285714,2.0,7.0,4.0,4.0,4.0,15,7,0.8211678832116789,,2,2,1.0,7.0,4.0,3.0,11.0,8.0,3.0,0.5789473684210527,NYR,2017020016,away,5,4.0,0.0,3.0,3.0,1.0,1.0,0,2,2017-10-07,REG,2017-10-05,2 days,NYR_TOR_2017-10-07,MTL_NYR_2017-10-08,TOR,2017020016,home,8,1.0,0.0,5.0,3.0,1.0,1.0,1,2,2017-10-07,REG,2017-10-04,3 days,NYR_TOR_2017-10-07,CHI_TOR_2017-10-09,3.0,6.0,5.0,8.0,-2.0,0.42857142857142855,-2.0,4.0,5.0,6.0,4.0,7,12,0.2538860103626943,,0,2,0.0,4.0,6.0,-2.0,9.0,10.0,-1.0,0.47368421052631576,-107.0,-66.0,0.5661354607243484,52,89,0.5842696629213483,0.32167832167832167,0.1357142857142857,0.8192536931757578,41.10309778967839,0.5842696629213483,0.5020820939916716,0.5842696629213483,0.5431758784565099,7,0.8,0.8181300898043056,0.7944312166709301,0.7666666666666667,NYR,-164.0,-157.0,0.4262571394336382,34,82,0.4146341463414634,0.10955710955710955,0.0,0.3221706859315898,31.816703887973798,0.4146341463414634,0.5053879310344828,0.4146341463414634,0.46001103868797305,22,0.3,0.32718916961866684,0.3120840630472854,0.23333333333333334,False,True,0,1,2017
2,TOR,2017020035,home,4,4.0,0.0,1.0,3.0,0.0,0.0,1,2,2017-10-09,OT,2017-10-07,2 days,NJD_TOR_2017-10-11,CHI,2017020035,away,3,0.0,0.0,4.0,3.0,0.0,3.0,0,2,2017-10-09,OT,2017-10-07,2 days,CHI_TOR_2017-10-09,CHI_MTL_2017-10-10,1.0,4.0,4.0,7.0,-3.0,0.36363636363636365,-3.0,8.0,7.0,8.0,7.0,19,10,0.7830802603036876,,3,3,1.0,8.0,8.0,0.0,15.0,15.0,0.0,0.5,CHI,2017020035,away,3,0.0,0.0,4.0,3.0,0.0,3.0,0,2,2017-10-09,OT,2017-10-07,2 days,CHI_TOR_2017-10-09,CHI_MTL_2017-10-10,TOR,2017020035,home,4,4.0,0.0,1.0,3.0,0.0,0.0,1,2,2017-10-09,OT,2017-10-07,2 days,CHI_TOR_2017-10-09,NJD_TOR_2017-10-11,4.0,7.0,1.0,4.0,3.0,0.6363636363636364,3.0,14.0,6.0,6.0,8.0,18,6,0.9,,2,3,0.6666666666666666,14.0,6.0,8.0,20.0,14.0,6.0,0.5882352941176471,-107.0,-66.0,0.5661354607243484,52,89,0.5842696629213483,0.32167832167832167,0.1357142857142857,0.8192536931757578,41.10309778967839,0.5842696629213483,0.5020820939916716,0.5842696629213483,0.5431758784565099,7,0.8,0.8181300898043056,0.7944312166709301,0.7666666666666667,CHI,19.0,21.0,0.4445018944370513,33,82,0.4024390243902439,0.5244755244755245,0.4357142857142857,0.38700673486215403,33.02795649694432,0.4024390243902439,0.5039322444041138,0.4024390243902439,0.45318563439717885,25,0.2,0.28689725932956384,0.2774080560420316,0.2,False,True,0,1,2017
3,TOR,2017020046,home,3,3.0,0.0,3.0,0.0,2.0,2.0,0,2,2017-10-11,REG,2017-10-09,2 days,TOR_MTL_2017-10-14,NJD,2017020046,away,6,3.0,0.0,5.0,1.0,2.0,2.0,1,2,2017-10-11,REG,2017-10-09,2 days,NJD_TOR_2017-10-11,WSH_NJD_2017-10-13,3.0,3.0,5.0,6.0,-3.0,0.3333333333333333,-2.0,11.0,7.0,13.0,8.0,22,16,0.654054054054054,,3,4,0.75,11.0,13.0,-2.0,18.0,21.0,-3.0,0.46153846153846156,NJD,2017020046,away,6,3.0,0.0,5.0,1.0,2.0,2.0,1,2,2017-10-11,REG,2017-10-09,2 days,NJD_TOR_2017-10-11,WSH_NJD_2017-10-13,TOR,2017020046,home,3,3.0,0.0,3.0,0.0,2.0,2.0,0,2,2017-10-11,REG,2017-10-09,2 days,NJD_TOR_2017-10-11,TOR_MTL_2017-10-14,5.0,6.0,3.0,3.0,3.0,0.6666666666666666,2.0,20.0,4.0,17.0,2.0,16,6,0.8767123287671232,,3,3,1.0,20.0,17.0,3.0,24.0,19.0,5.0,0.5581395348837209,-107.0,-66.0,0.5661354607243484,52,89,0.5842696629213483,0.32167832167832167,0.1357142857142857,0.8192536931757578,41.10309778967839,0.5842696629213483,0.5020820939916716,0.5842696629213483,0.5431758784565099,7,0.8,0.8181300898043056,0.7944312166709301,0.7666666666666667,NJD,168.0,161.0,0.49616863861894833,45,87,0.5172413793103449,0.8508158508158508,0.7904761904761904,0.570613889533935,36.458064419776285,0.5172413793103449,0.5135593220338983,0.5172413793103449,0.5154003506721215,14,0.5666666666666667,0.6541648467152631,0.6038408116432152,0.6333333333333333,False,True,0,0,2017
4,TOR,2017020063,away,4,6.0,0.0,3.0,3.0,3.0,1.0,1,2,2017-10-14,OT,2017-10-11,3 days,TOR_WSH_2017-10-17,MTL,2017020063,home,3,4.0,0.0,4.0,3.0,4.0,0.0,0,2,2017-10-14,OT,2017-10-10,4 days,TOR_MTL_2017-10-14,MTL_SJS_2017-10-17,3.0,6.0,4.0,7.0,-1.0,0.46153846153846156,-1.0,14.0,10.0,17.0,11.0,26,19,0.6518804243008679,,4,5,0.8,14.0,17.0,-3.0,24.0,28.0,-4.0,0.46153846153846156,MTL,2017020063,home,3,4.0,0.0,4.0,3.0,4.0,0.0,0,2,2017-10-14,OT,2017-10-10,4 days,TOR_MTL_2017-10-14,MTL_SJS_2017-10-17,TOR,2017020063,away,4,6.0,0.0,3.0,3.0,3.0,1.0,1,2,2017-10-14,OT,2017-10-11,3 days,TOR_MTL_2017-10-14,TOR_WSH_2017-10-17,4.0,7.0,3.0,6.0,1.0,0.5384615384615384,1.0,25.0,10.0,29.0,6.0,8,17,0.1813031161473088,,1,5,0.2,25.0,29.0,-4.0,35.0,35.0,0.0,0.5,-107.0,-66.0,0.5661354607243484,52,89,0.5842696629213483,0.32167832167832167,0.1357142857142857,0.8192536931757578,41.10309778967839,0.5842696629213483,0.5020820939916716,0.5842696629213483,0.5431758784565099,7,0.8,0.8181300898043056,0.7944312166709301,0.7666666666666667,MTL,128.0,135.0,0.3852721451440768,29,82,0.35365853658536583,0.7902097902097902,0.6952380952380952,0.17652306859281028,29.0957475773746,0.35365853658536583,0.5167155425219941,0.35365853658536583,0.43518703955368,30,0.03333333333333333,0.18064746988598732,0.13870402802101572,0.1,False,True,0,1,2017
5,TOR,2017020084,away,2,6.0,0.0,3.0,4.0,2.0,1.0,1,2,2017-10-17,REG,2017-10-14,3 days,DET_TOR_2017-10-18,WSH,2017020084,home,0,3.0,0.0,4.0,0.0,0.0,0.0,0,2,2017-10-17,REG,2017-10-14,3 days,TOR_WSH_2017-10-17,WSH_DET_2017-10-20,3.0,7.0,4.0,4.0,3.0,0.6363636363636364,-1.0,17.0,14.0,21.0,11.0,28,19,0.6847161572052402,,5,6,0.8333333333333334,17.0,21.0,-4.0,31.0,32.0,-1.0,0.49206349206349204,WSH,2017020084,home,0,3.0,0.0,4.0,0.0,0.0,0.0,0,2,2017-10-17,REG,2017-10-14,3 days,TOR_WSH_2017-10-17,WSH_DET_2017-10-20,TOR,2017020084,away,2,6.0,0.0,3.0,4.0,2.0,1.0,1,2,2017-10-17,REG,2017-10-14,3 days,TOR_WSH_2017-10-17,DET_TOR_2017-10-18,4.0,4.0,3.0,7.0,-3.0,0.36363636363636365,1.0,47.0,9.0,28.0,18.0,23,24,0.47873303167420816,,3,7,0.42857142857142855,47.0,28.0,19.0,56.0,46.0,10.0,0.5490196078431373,-107.0,-66.0,0.5661354607243484,52,89,0.5842696629213483,0.32167832167832167,0.1357142857142857,0.8192536931757578,41.10309778967839,0.5842696629213483,0.5020820939916716,0.5842696629213483,0.5431758784565099,7,0.8,0.8181300898043056,0.7944312166709301,0.7666666666666667,WSH,256.0,225.0,0.5694294940796556,65,106,0.6132075471698113,1.0,1.0,0.8309596386797481,41.32178565339075,0.6132075471698113,0.498220640569395,0.6132075471698113,0.5557140938696031,5,0.8666666666666667,0.8921460204490551,0.8767141393781184,1.0,True,False,1,0,2017
6,TOR,2017020092,home,6,2.0,0.0,3.0,3.0,1.0,2.0,1,2,2017-10-18,REG,2017-10-17,1 days,TOR_OTT_2017-10-21,DET,2017020092,away,3,6.0,0.0,1.0,1.0,2.0,0.0,0,2,2017-10-18,REG,2017-10-16,2 days,DET_TOR_2017-10-18,WSH_DET_2017-10-20,3.0,6.0,1.0,2.0,4.0,0.75,2.0,20.0,17.0,22.0,12.0,34,22,0.7048780487804878,,6,7,0.8571428571428571,20.0,22.0,-2.0,37.0,34.0,3.0,0.5211267605633803,DET,2017020092,away,3,6.0,0.0,1.0,1.0,2.0,0.0,0,2,2017-10-18,REG,2017-10-16,2 days,DET_TOR_2017-10-18,WSH_DET_2017-10-20,TOR,2017020092,home,6,2.0,0.0,3.0,3.0,1.0,2.0,1,2,2017-10-18,REG,2017-10-17,1 days,DET_TOR_2017-10-18,TOR_OTT_2017-10-21,1.0,2.0,3.0,6.0,-4.0,0.25,-2.0,22.0,12.0,29.0,21.0,23,21,0.545360824742268,,4,7,0.5714285714285714,22.0,29.0,-7.0,34.0,50.0,-16.0,0.40476190476190477,-107.0,-66.0,0.5661354607243484,52,89,0.5842696629213483,0.32167832167832167,0.1357142857142857,0.8192536931757578,41.10309778967839,0.5842696629213483,0.5020820939916716,0.5842696629213483,0.5431758784565099,7,0.8,0.8181300898043056,0.7944312166709301,0.7666666666666667,DET,-50.0,-76.0,0.42000998983177834,30,82,0.36585365853658536,0.29836829836829837,0.2714285714285714,0.29997030575728945,31.401961335801058,0.36585365853658536,0.5105088495575221,0.36585365853658536,0.43818125404705366,28,0.1,0.19832299746111737,0.1733800350262697,0.13333333333333333,False,True,0,1,2017
7,TOR,2017020113,away,3,2.0,0.0,5.0,0.0,0.0,2.0,0,2,2017-10-21,REG,2017-10-18,3 days,LAK_TOR_2017-10-23,OTT,2017020113,home,6,3.0,0.0,2.0,3.0,0.0,0.0,1,2,2017-10-21,REG,2017-10-19,2 days,TOR_OTT_2017-10-21,LAK_OTT_2017-10-24,5.0,5.0,2.0,5.0,0.0,0.5,3.0,25.0,17.0,24.0,15.0,37,28,0.6358569437993498,,6,8,0.75,25.0,24.0,1.0,42.0,39.0,3.0,0.5185185185185185,OTT,2017020113,home,6,3.0,0.0,2.0,3.0,0.0,0.0,1,2,2017-10-21,REG,2017-10-19,2 days,TOR_OTT_2017-10-21,LAK_OTT_2017-10-24,TOR,2017020113,away,3,2.0,0.0,5.0,0.0,0.0,2.0,0,2,2017-10-21,REG,2017-10-18,3 days,TOR_OTT_2017-10-21,LAK_TOR_2017-10-23,2.0,5.0,5.0,5.0,0.0,0.5,-3.0,36.0,26.0,30.0,15.0,30,21,0.6711409395973155,,4,8,0.5,36.0,30.0,6.0,62.0,45.0,17.0,0.5794392523364486,-107.0,-66.0,0.5661354607243484,52,89,0.5842696629213483,0.32167832167832167,0.1357142857142857,0.8192536931757578,41.10309778967839,0.5842696629213483,0.5020820939916716,0.5842696629213483,0.5431758784565099,7,0.8,0.8181300898043056,0.7944312166709301,0.7666666666666667,OTT,19.0,93.0,0.3657899072811971,28,82,0.34146341463414637,0.6923076923076923,0.4357142857142857,0.1072893996770995,27.80233961242342,0.34146341463414637,0.5096101043382757,0.34146341463414637,0.42553675948621106,27,0.13333333333333333,0.12367967689127624,0.1040280210157619,0.03333333333333333,False,True,0,0,2017
8,TOR,2017020123,home,3,5.0,0.0,2.0,4.0,1.0,3.0,1,2,2017-10-23,REG,2017-10-21,2 days,CAR_TOR_2017-10-26,LAK,2017020123,away,2,4.0,0.0,4.0,1.0,3.0,0.0,0,2,2017-10-23,REG,2017-10-21,2 days,LAK_TOR_2017-10-23,LAK_OTT_2017-10-24,2.0,6.0,4.0,5.0,1.0,0.5454545454545454,-2.0,27.0,21.0,28.0,16.0,40,30,0.64,,7,9,0.7777777777777778,27.0,28.0,-1.0,48.0,44.0,4.0,0.5217391304347826,LAK,2017020123,away,2,4.0,0.0,4.0,1.0,3.0,0.0,0,2,2017-10-23,REG,2017-10-21,2 days,LAK_TOR_2017-10-23,LAK_OTT_2017-10-24,TOR,2017020123,home,3,5.0,0.0,2.0,4.0,1.0,3.0,1,2,2017-10-23,REG,2017-10-21,2 days,LAK_TOR_2017-10-23,CAR_TOR_2017-10-26,4.0,5.0,2.0,6.0,-1.0,0.45454545454545453,2.0,20.0,18.0,37.0,29.0,29,17,0.7442477876106195,,6,8,0.75,20.0,37.0,-17.0,38.0,66.0,-28.0,0.36538461538461536,-107.0,-66.0,0.5661354607243484,52,89,0.5842696629213483,0.32167832167832167,0.1357142857142857,0.8192536931757578,41.10309778967839,0.5842696629213483,0.5020820939916716,0.5842696629213483,0.5431758784565099,7,0.8,0.8181300898043056,0.7944312166709301,0.7666666666666667,LAK,-72.0,-89.0,0.5704433881399517,45,86,0.5232558139534884,0.2680652680652681,0.21904761904761905,0.8345626952782865,41.389097153354626,0.5232558139534884,0.4922458357265939,0.5232558139534884,0.5077508248400412,15,0.5333333333333333,0.6090079599655562,0.6209424510243149,0.5666666666666667,False,True,0,1,2017
9,TOR,2017020139,home,3,3.0,0.0,2.0,4.0,1.0,0.0,0,2,2017-10-26,REG,2017-10-23,3 days,PHI_TOR_2017-10-28,CAR,2017020139,away,6,0.0,0.0,4.0,1.0,5.0,0.0,1,2,2017-10-26,REG,2017-10-24,2 days,CAR_TOR_2017-10-26,STL_CAR_2017-10-27,2.0,6.0,4.0,5.0,1.0,0.5454545454545454,-2.0,29.0,25.0,32.0,17.0,43,36,0.5879173290937997,,7,10,0.7,29.0,32.0,-3.0,54.0,49.0,5.0,0.5242718446601942,CAR,2017020139,away,6,0.0,0.0,4.0,1.0,5.0,0.0,1,2,2017-10-26,REG,2017-10-24,2 days,CAR_TOR_2017-10-26,STL_CAR_2017-10-27,TOR,2017020139,home,3,3.0,0.0,2.0,4.0,1.0,0.0,0,2,2017-10-26,REG,2017-10-23,3 days,CAR_TOR_2017-10-26,PHI_TOR_2017-10-28,4.0,5.0,2.0,6.0,-1.0,0.45454545454545453,2.0,17.0,9.0,25.0,21.0,24,24,0.5,,4,8,0.5,17.0,25.0,-8.0,26.0,46.0,-20.0,0.3611111111111111,-107.0,-66.0,0.5661354607243484,52,89,0.5842696629213483,0.32167832167832167,0.1357142857142857,0.8192536931757578,41.10309778967839,0.5842696629213483,0.5020820939916716,0.5842696629213483,0.5431758784565099,7,0.8,0.8181300898043056,0.7944312166709301,0.7666666666666667,CAR,-29.0,-94.0,0.4423417290673928,36,82,0.43902439024390244,0.2564102564102564,0.32142857142857145,0.37933019507967464,32.88454509244384,0.43902439024390244,0.504297994269341,0.43902439024390244,0.4716611922566217,21,0.3333333333333333,0.39596266968449856,0.38143607705779337,0.3333333333333333,False,True,0,0,2017
