id,season,gameType,gameDate,neutralSite,startTimeUTC,easternUTCOffset,venueUTCOffset,venueTimezone,gameState,gameScheduleState,awayTeam.id,awayTeam.commonName.default,awayTeam.placeNameWithPreposition.default,awayTeam.placeNameWithPreposition.fr,awayTeam.abbrev,awayTeam.score,homeTeam.id,homeTeam.commonName.default,homeTeam.placeNameWithPreposition.default,homeTeam.placeNameWithPreposition.fr,homeTeam.abbrev,homeTeam.score,periodDescriptor.number,periodDescriptor.periodType,periodDescriptor.maxRegulationPeriods,gameOutcome.lastPeriodType,winningGoalie.playerId,winningGoalScorer.playerId,awayTeam.commonName.fr,homeTeam.commonName.fr,winningGoalie.lastName.sv,venue.fi,specialEvent.parentId,specialEvent.name.default,winningGoalie.lastName.de,winningGoalScorer.lastName.fr,specialEvent.name.fr,seriesUrl,seriesStatus.round,seriesStatus.seriesAbbrev,seriesStatus.seriesTitle,seriesStatus.seriesLetter,seriesStatus.neededToWin,seriesStatus.topSeedWins,seriesStatus.bottomSeedWins,seriesStatus.gameNumberOfSeries,periodDescriptor.otPeriods,tricode_winteam
2018020001,20182019,2,2018-10-03,False,2018-10-03T23:00:00Z,-04:00,-04:00,America/Toronto,OFF,OK,8,Canadiens,Montréal,de Montréal,MTL,2,10,Maple Leafs,Toronto,de Toronto,TOR,3,4,OT,3,OT,8475883.0,8479318.0,,,,,,,,,,,,,,,,,,,,TOR
2018020002,20182019,2,2018-10-03,False,2018-10-03T23:30:00Z,-04:00,-04:00,US/Eastern,OFF,OK,6,Bruins,Boston,de Boston,BOS,0,15,Capitals,Washington,de Washington,WSH,7,3,REG,3,REG,8474651.0,8471698.0,,,,,,,,,,,,,,,,,,,,WSH
2018020003,20182019,2,2018-10-03,False,2018-10-04T02:00:00Z,-04:00,-07:00,America/Vancouver,OFF,OK,20,Flames,Calgary,de Calgary,CGY,2,23,Canucks,Vancouver,de Vancouver,VAN,5,3,REG,3,REG,8474593.0,8476894.0,,,Markström,,,,,,,,,,,,,,,,,VAN
2018020004,20182019,2,2018-10-03,False,2018-10-04T02:30:00Z,-04:00,-07:00,US/Pacific,OFF,OK,24,Ducks,Anaheim,d'Anaheim,ANA,5,28,Sharks,San Jose,de San Jose,SJS,2,3,REG,3,REG,8476434.0,8477986.0,,,,,,,,,,,,,,,,,,,,ANA
2018020005,20182019,2,2018-10-04,False,2018-10-04T23:00:00Z,-04:00,-04:00,America/New_York,OFF,OK,6,Bruins,Boston,de Boston,BOS,4,7,Sabres,Buffalo,de Buffalo,BUF,0,3,REG,3,REG,8470860.0,8465009.0,,,,,,,,,,,,,,,,,,,,BOS
2018020007,20182019,2,2018-10-04,False,2018-10-04T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,15,Capitals,Washington,de Washington,WSH,6,5,Penguins,Pittsburgh,de Pittsburgh,PIT,7,4,OT,3,OT,8476899.0,8471724.0,,,,,,,,,,,,,,,,,,,,PIT
2018020008,20182019,2,2018-10-04,False,2018-10-04T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,2,Islanders,New York,de New York,NYI,2,12,Hurricanes,Carolina,de la Caroline,CAR,1,4,OT,3,OT,8471306.0,8474573.0,,,,,,,,,,,,,,,,,,,,NYI
2018020006,20182019,2,2018-10-04,False,2018-10-04T23:30:00Z,-04:00,-04:00,America/New_York,OFF,OK,18,Predators,Nashville,de Nashville,NSH,3,3,Rangers,New York,de New York,NYR,2,3,REG,3,REG,8471469.0,8476925.0,,,,,,,,,,,,,,,,,,,,NSH
2018020010,20182019,2,2018-10-04,False,2018-10-04T23:30:00Z,-04:00,-04:00,America/Detroit,OFF,OK,29,Blue Jackets,Columbus,de Columbus,CBJ,3,17,Red Wings,Detroit,de Detroit,DET,2,4,OT,3,OT,8476914.0,8478550.0,,,,,,,,,,,,,,,,,,,,CBJ
2018020009,20182019,2,2018-10-04,False,2018-10-04T23:30:00Z,-04:00,-04:00,US/Eastern,OFF,OK,16,Blackhawks,Chicago,de Chicago,CHI,4,9,Senators,Ottawa,d'Ottawa,OTT,3,4,OT,3,OT,8470320.0,8474141.0,,Sénateurs,,,,,,,,,,,,,,,,,,CHI
2018020011,20182019,2,2018-10-04,False,2018-10-05T00:00:00Z,-04:00,-05:00,US/Central,OFF,OK,52,Jets,Winnipeg,de Winnipeg,WPG,5,19,Blues,St. Louis,de St. Louis,STL,1,3,REG,3,REG,8476945.0,8476392.0,,,,,,,,,,,,,,,,,,,,WPG
2018020012,20182019,2,2018-10-04,False,2018-10-05T00:30:00Z,-04:00,-05:00,US/Central,OFF,OK,53,Coyotes,Arizona,de l'Arizona,ARI,0,25,Stars,Dallas,de Dallas,DAL,3,3,REG,3,REG,8471750.0,8476913.0,,,,,,,,,,,,,,,,,,,,DAL
2018020013,20182019,2,2018-10-04,False,2018-10-05T01:00:00Z,-04:00,-06:00,America/Denver,OFF,OK,30,Wild,Minnesota,du Minnesota,MIN,1,21,Avalanche,Colorado,du Colorado,COL,4,3,REG,3,REG,8473575.0,8477492.0,,,,,,,,,,,,,,,,,,,,COL
2018020014,20182019,2,2018-10-04,False,2018-10-05T02:00:00Z,-04:00,-07:00,US/Pacific,OFF,OK,4,Flyers,Philadelphia,de Philadelphie,PHI,5,54,Golden Knights,Vegas,de Vegas,VGK,2,3,REG,3,REG,8470880.0,8474190.0,,,,,,,,,,,,,,,,,,,,PHI
2018020015,20182019,2,2018-10-05,False,2018-10-05T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,12,Hurricanes,Carolina,de la Caroline,CAR,3,29,Blue Jackets,Columbus,de Columbus,CBJ,1,3,REG,3,REG,8470147.0,8478427.0,,,,,,,,,,,,,,,,,,,,CAR
2018020016,20182019,2,2018-10-05,False,2018-10-06T02:30:00Z,-04:00,-07:00,America/Los_Angeles,OFF,OK,28,Sharks,San Jose,de San Jose,SJS,3,26,Kings,Los Angeles,de Los Angeles,LAK,2,4,OT,3,OT,8474889.0,8478099.0,,,,,,,,,,,,,,,,,,,,SJS
2018020020,20182019,2,2018-10-06,True,2018-10-06T17:00:00Z,-04:00,+02:00,Europe/Stockholm,OFF,OK,22,Oilers,Edmonton,d'Edmonton,EDM,2,1,Devils,New Jersey,du New Jersey,NJD,5,3,REG,3,REG,8476234.0,8471233.0,,,,,36.0,NHL Global Series,,,,,,,,,,,,,,NJD
2018020017,20182019,2,2018-10-06,False,2018-10-06T23:00:00Z,-04:00,-04:00,America/New_York,OFF,OK,3,Rangers,New York,de New York,NYR,1,7,Sabres,Buffalo,de Buffalo,BUF,3,3,REG,3,REG,8475622.0,8477839.0,,,,,,,,,,,,,,,,,,,,BUF
2018020022,20182019,2,2018-10-06,False,2018-10-06T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,8,Canadiens,Montréal,de Montréal,MTL,5,5,Penguins,Pittsburgh,de Pittsburgh,PIT,1,3,REG,3,REG,8471679.0,8474038.0,,,,,,,,,,,,,,,,,,,,MTL
2018020023,20182019,2,2018-10-06,False,2018-10-06T23:00:00Z,-04:00,-05:00,US/Central,OFF,OK,52,Jets,Winnipeg,de Winnipeg,WPG,1,25,Stars,Dallas,de Dallas,DAL,5,3,REG,3,REG,8471750.0,8475794.0,,,,,,,,,,,,,,,,,,,,DAL
2018020018,20182019,2,2018-10-06,False,2018-10-06T23:00:00Z,-04:00,-04:00,America/Toronto,OFF,OK,9,Senators,Ottawa,d'Ottawa,OTT,5,10,Maple Leafs,Toronto,de Toronto,TOR,3,3,REG,3,REG,8467950.0,8478469.0,Sénateurs,,,,,,,,,,,,,,,,,,,OTT
2018020019,20182019,2,2018-10-06,False,2018-10-06T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,13,Panthers,Florida,de la Floride,FLA,1,14,Lightning,Tampa Bay,de Tampa Bay,TBL,2,5,SO,3,SO,8476883.0,,,,,,,,,,,,,,,,,,,,,TBL
2018020021,20182019,2,2018-10-06,False,2018-10-06T23:00:00Z,-04:00,-04:00,America/New_York,OFF,OK,18,Predators,Nashville,de Nashville,NSH,4,2,Islanders,New York,de New York,NYI,3,3,REG,3,REG,8477424.0,8478042.0,,,,,,,,,,,,,,,,,,,,NSH
2018020025,20182019,2,2018-10-06,False,2018-10-07T00:00:00Z,-04:00,-05:00,US/Central,OFF,OK,54,Golden Knights,Vegas,de Vegas,VGK,2,30,Wild,Minnesota,du Minnesota,MIN,1,5,SO,3,SO,8470594.0,,,,,,,,,,,,,,,,,,,,,VGK
2018020024,20182019,2,2018-10-06,False,2018-10-07T00:00:00Z,-04:00,-05:00,US/Central,OFF,OK,16,Blackhawks,Chicago,de Chicago,CHI,5,19,Blues,St. Louis,de St. Louis,STL,4,4,OT,3,OT,8470320.0,8473604.0,,,,,,,,,,,,,,,,,,,,CHI
2018020026,20182019,2,2018-10-06,False,2018-10-07T01:00:00Z,-04:00,-06:00,America/Denver,OFF,OK,4,Flyers,Philadelphia,de Philadelphie,PHI,2,21,Avalanche,Colorado,du Colorado,COL,5,3,REG,3,REG,8473575.0,8476455.0,,,,,,,,,,,,,,,,,,,,COL
2018020027,20182019,2,2018-10-06,False,2018-10-07T01:00:00Z,-04:00,-07:00,America/Phoenix,OFF,OK,24,Ducks,Anaheim,d'Anaheim,ANA,1,53,Coyotes,Arizona,de l'Arizona,ARI,0,3,REG,3,REG,8476434.0,8480031.0,,,,,,,,,,,,,,,,,,,,ANA
2018020028,20182019,2,2018-10-06,False,2018-10-07T02:00:00Z,-04:00,-06:00,America/Edmonton,OFF,OK,23,Canucks,Vancouver,de Vancouver,VAN,4,20,Flames,Calgary,de Calgary,CGY,7,3,REG,3,REG,8469608.0,8477496.0,,,,,,,,,,,,,,,,,,,,CGY
2018020029,20182019,2,2018-10-07,False,2018-10-07T21:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,3,Rangers,New York,de New York,NYR,5,12,Hurricanes,Carolina,de la Caroline,CAR,8,3,REG,3,REG,8475852.0,8480830.0,,,,,,,,,,,,,,,,,,,,CAR
2018020030,20182019,2,2018-10-07,False,2018-10-07T23:00:00Z,-04:00,-05:00,America/Chicago,OFF,OK,10,Maple Leafs,Toronto,de Toronto,TOR,7,16,Blackhawks,Chicago,de Chicago,CHI,6,4,OT,3,OT,8476343.0,8476853.0,,,,,,,,,,,,,,,,,,,,TOR
2018020031,20182019,2,2018-10-07,False,2018-10-08T02:30:00Z,-04:00,-07:00,America/Los_Angeles,OFF,OK,17,Red Wings,Detroit,de Detroit,DET,2,26,Kings,Los Angeles,de Los Angeles,LAK,4,3,REG,3,REG,8475789.0,8480113.0,,,,,,,,,,,,,,,,,,,,LAK
2018020032,20182019,2,2018-10-08,False,2018-10-08T17:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,9,Senators,Ottawa,d'Ottawa,OTT,3,6,Bruins,Boston,de Boston,BOS,6,3,REG,3,REG,8471695.0,8470638.0,Sénateurs,,,,,,,,,,,,,,,,,,,BOS
2018020033,20182019,2,2018-10-08,False,2018-10-08T17:00:00Z,-04:00,-04:00,America/New_York,OFF,OK,28,Sharks,San Jose,de San Jose,SJS,0,2,Islanders,New York,de New York,NYI,4,3,REG,3,REG,8475215.0,8475314.0,,,,,,,,,,,,,,,,,,,,NYI
2018020034,20182019,2,2018-10-08,False,2018-10-08T19:00:00Z,-04:00,-04:00,America/New_York,OFF,OK,54,Golden Knights,Vegas,de Vegas,VGK,2,7,Sabres,Buffalo,de Buffalo,BUF,4,3,REG,3,REG,8475622.0,8474618.0,,,,,,,,,,,,,,,,,,,,BUF
2018020035,20182019,2,2018-10-08,False,2018-10-09T02:00:00Z,-04:00,-07:00,America/Los_Angeles,OFF,OK,17,Red Wings,Detroit,de Detroit,DET,2,24,Ducks,Anaheim,d'Anaheim,ANA,3,5,SO,3,SO,8476434.0,,,,,,,,,,,,,,,,,,,,,ANA
2018020037,20182019,2,2018-10-09,False,2018-10-09T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,23,Canucks,Vancouver,de Vancouver,VAN,3,12,Hurricanes,Carolina,de la Caroline,CAR,5,3,REG,3,REG,8470147.0,8480830.0,,,,,,,,,,,,,,,,,,,,CAR
2018020036,20182019,2,2018-10-09,False,2018-10-09T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,28,Sharks,San Jose,de San Jose,SJS,8,4,Flyers,Philadelphia,de Philadelphie,PHI,2,3,REG,3,REG,8477180.0,8470794.0,,,,,,,,,,,,,,,,,,,,SJS
2018020038,20182019,2,2018-10-09,False,2018-10-09T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,21,Avalanche,Colorado,du Colorado,COL,2,29,Blue Jackets,Columbus,de Columbus,CBJ,5,3,REG,3,REG,8475683.0,8478550.0,,,,,,,,,,,,,,,,,,,,CBJ
2018020039,20182019,2,2018-10-09,False,2018-10-10T00:00:00Z,-04:00,-05:00,US/Central,OFF,OK,20,Flames,Calgary,de Calgary,CGY,3,18,Predators,Nashville,de Nashville,NSH,0,3,REG,3,REG,8469608.0,8477496.0,,,,,,,,,,,,,,,,,,,,CGY
2018020040,20182019,2,2018-10-09,False,2018-10-10T00:00:00Z,-04:00,-05:00,America/Winnipeg,OFF,OK,26,Kings,Los Angeles,de Los Angeles,LAK,1,52,Jets,Winnipeg,de Winnipeg,WPG,2,3,REG,3,REG,8476945.0,8478398.0,,,,,,,,,,,,,,,,,,,,WPG
2018020041,20182019,2,2018-10-09,False,2018-10-10T00:30:00Z,-04:00,-05:00,US/Central,OFF,OK,10,Maple Leafs,Toronto,de Toronto,TOR,7,25,Stars,Dallas,de Dallas,DAL,4,3,REG,3,REG,8475883.0,8475166.0,,,,,,,,,,,,,,,,,,,,TOR
2018020042,20182019,2,2018-10-10,False,2018-10-10T23:30:00Z,-04:00,-04:00,US/Eastern,OFF,OK,4,Flyers,Philadelphia,de Philadelphie,PHI,7,9,Senators,Ottawa,d'Ottawa,OTT,4,3,REG,3,REG,8475717.0,8477462.0,,Sénateurs,,,,,,,,,,,,,,,,,,PHI
2018020043,20182019,2,2018-10-10,False,2018-10-11T00:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,54,Golden Knights,Vegas,de Vegas,VGK,2,15,Capitals,Washington,de Washington,WSH,5,3,REG,3,REG,8474651.0,8473563.0,,,,,,,,,,,,,,,,,,,,WSH
2018020044,20182019,2,2018-10-10,False,2018-10-11T02:00:00Z,-04:00,-07:00,America/Los_Angeles,OFF,OK,53,Coyotes,Arizona,de l'Arizona,ARI,3,24,Ducks,Anaheim,d'Anaheim,ANA,2,5,SO,3,SO,8477293.0,,,,,,,,,,,,,,,,,,,,,ARI
2018020050,20182019,2,2018-10-11,False,2018-10-11T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,54,Golden Knights,Vegas,de Vegas,VGK,2,5,Penguins,Pittsburgh,de Pittsburgh,PIT,4,3,REG,3,REG,8479193.0,8473548.0,,,,,,,,,,,,,,,,,,,,PIT
2018020049,20182019,2,2018-10-11,False,2018-10-11T23:00:00Z,-04:00,-04:00,America/New_York,OFF,OK,28,Sharks,San Jose,de San Jose,SJS,2,3,Rangers,New York,de New York,NYR,3,4,OT,3,OT,8468685.0,8476869.0,,,,,,,,,,,,,,,,,,,,NYR
2018020046,20182019,2,2018-10-11,False,2018-10-11T23:00:00Z,-04:00,-04:00,America/New_York,OFF,OK,21,Avalanche,Colorado,du Colorado,COL,6,7,Sabres,Buffalo,de Buffalo,BUF,1,3,REG,3,REG,8473575.0,8474569.0,,,,,,,,,,,,,,,,,,,,COL
2018020048,20182019,2,2018-10-11,False,2018-10-11T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,15,Capitals,Washington,de Washington,WSH,0,1,Devils,New Jersey,du New Jersey,NJD,6,3,REG,3,REG,8476234.0,8475151.0,,,,,,,,,,,,,,,,,,,,NJD
2018020045,20182019,2,2018-10-11,False,2018-10-11T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,22,Oilers,Edmonton,d'Edmonton,EDM,1,6,Bruins,Boston,de Boston,BOS,4,3,REG,3,REG,8470860.0,8473419.0,,,,,,,,,,,,,,,,,,,,BOS
2018020047,20182019,2,2018-10-11,False,2018-10-11T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,29,Blue Jackets,Columbus,de Columbus,CBJ,5,13,Panthers,Florida,de la Floride,FLA,4,3,REG,3,REG,8476914.0,8474715.0,,,,,,,,,,,,,,,,,,,,CBJ
2018020052,20182019,2,2018-10-11,False,2018-10-11T23:30:00Z,-04:00,-04:00,America/Detroit,OFF,OK,10,Maple Leafs,Toronto,de Toronto,TOR,5,17,Red Wings,Detroit,de Detroit,DET,3,3,REG,3,REG,8475883.0,8479318.0,,,,,,,,,,,,,,,,,,,,TOR
2018020053,20182019,2,2018-10-11,False,2018-10-11T23:30:00Z,-04:00,-04:00,US/Eastern,OFF,OK,23,Canucks,Vancouver,de Vancouver,VAN,4,14,Lightning,Tampa Bay,de Tampa Bay,TBL,1,3,REG,3,REG,8475195.0,8478444.0,,,,,,,,,,,,,,,,,,,,VAN
2018020051,20182019,2,2018-10-11,False,2018-10-11T23:30:00Z,-04:00,-04:00,America/Montreal,OFF,OK,26,Kings,Los Angeles,de Los Angeles,LAK,3,8,Canadiens,Montréal,de Montréal,MTL,0,3,REG,3,REG,8475789.0,8477960.0,,,,,,,,,,,,,,,,,,,,LAK
2018020056,20182019,2,2018-10-11,False,2018-10-12T00:00:00Z,-04:00,-05:00,US/Central,OFF,OK,16,Blackhawks,Chicago,de Chicago,CHI,3,30,Wild,Minnesota,du Minnesota,MIN,4,4,OT,3,OT,8471227.0,8475722.0,,,,,,,,,,,,,,,,,,,,MIN
2018020055,20182019,2,2018-10-11,False,2018-10-12T00:00:00Z,-04:00,-05:00,US/Central,OFF,OK,52,Jets,Winnipeg,de Winnipeg,WPG,0,18,Predators,Nashville,de Nashville,NSH,3,3,REG,3,REG,8471469.0,8477451.0,,,,,,,,,,,,,,,,,,,,NSH
2018020054,20182019,2,2018-10-11,False,2018-10-12T00:00:00Z,-04:00,-05:00,US/Central,OFF,OK,20,Flames,Calgary,de Calgary,CGY,3,19,Blues,St. Louis,de St. Louis,STL,5,3,REG,3,REG,8474596.0,8474102.0,,,,,,,,,,,,,,,,,,,,STL
2018020058,20182019,2,2018-10-13,False,2018-10-13T17:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,54,Golden Knights,Vegas,de Vegas,VGK,1,4,Flyers,Philadelphia,de Philadelphie,PHI,0,3,REG,3,REG,8470594.0,8475236.0,,,,,,,,,,,,,,,,,,,,VGK
2018020057,20182019,2,2018-10-13,False,2018-10-13T17:00:00Z,-04:00,-04:00,America/New_York,OFF,OK,22,Oilers,Edmonton,d'Edmonton,EDM,2,3,Rangers,New York,de New York,NYR,1,3,REG,3,REG,8475660.0,8478402.0,,,,,,,,,,,,,,,,,,,,EDM
2018020059,20182019,2,2018-10-13,False,2018-10-13T18:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,26,Kings,Los Angeles,de Los Angeles,LAK,1,9,Senators,Ottawa,d'Ottawa,OTT,5,3,REG,3,REG,8467950.0,8475227.0,,Sénateurs,,,,,,,,,,,,,,,,,,OTT
2018020061,20182019,2,2018-10-13,False,2018-10-13T19:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,17,Red Wings,Detroit,de Detroit,DET,2,6,Bruins,Boston,de Boston,BOS,8,3,REG,3,REG,8471695.0,8478498.0,,,,,,,,,,,,,,,,,,,,BOS
2018020060,20182019,2,2018-10-13,False,2018-10-13T22:00:00Z,-04:00,-05:00,US/Central,OFF,OK,12,Hurricanes,Carolina,de la Caroline,CAR,5,30,Wild,Minnesota,du Minnesota,MIN,4,4,OT,3,OT,8470147.0,8478427.0,,,,,,,,,,,,,,,,,,,,CAR
2018020064,20182019,2,2018-10-13,False,2018-10-13T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,23,Canucks,Vancouver,de Vancouver,VAN,3,13,Panthers,Florida,de la Floride,FLA,2,3,REG,3,REG,8475195.0,8477500.0,,,,,,,,,,,,,,,,,,,,VAN
2018020063,20182019,2,2018-10-13,False,2018-10-13T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,29,Blue Jackets,Columbus,de Columbus,CBJ,2,14,Lightning,Tampa Bay,de Tampa Bay,TBL,8,3,REG,3,REG,8476883.0,8476826.0,,,,,,,,,,,,,,,,,,,,TBL
2018020065,20182019,2,2018-10-13,False,2018-10-13T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,10,Maple Leafs,Toronto,de Toronto,TOR,4,15,Capitals,Washington,de Washington,WSH,2,3,REG,3,REG,8475883.0,8476410.0,,,,,,,,,,,,,,,,,,,,TOR
2018020062,20182019,2,2018-10-13,False,2018-10-13T23:00:00Z,-04:00,-04:00,America/Montreal,OFF,OK,5,Penguins,Pittsburgh,de Pittsburgh,PIT,3,8,Canadiens,Montréal,de Montréal,MTL,4,5,SO,3,SO,8474550.0,,,,,,,,,,,,,,,,,,,,,MTL
2018020067,20182019,2,2018-10-13,False,2018-10-14T00:00:00Z,-04:00,-05:00,US/Central,OFF,OK,24,Ducks,Anaheim,d'Anaheim,ANA,3,25,Stars,Dallas,de Dallas,DAL,5,3,REG,3,REG,8471418.0,8475906.0,,,,,,,,,,,,,,,,,,,,DAL
2018020066,20182019,2,2018-10-13,False,2018-10-14T00:00:00Z,-04:00,-05:00,US/Central,OFF,OK,2,Islanders,New York,de New York,NYI,2,18,Predators,Nashville,de Nashville,NSH,5,3,REG,3,REG,8477424.0,8478042.0,,,,,,,,,,,,,,,,,,,,NSH
2018020068,20182019,2,2018-10-13,False,2018-10-14T00:30:00Z,-04:00,-05:00,America/Chicago,OFF,OK,19,Blues,St. Louis,de St. Louis,STL,3,16,Blackhawks,Chicago,de Chicago,CHI,4,4,OT,3,OT,8470320.0,8479337.0,,,,,,,,,,,,,,,,,,,,CHI
2018020069,20182019,2,2018-10-13,False,2018-10-14T01:00:00Z,-04:00,-07:00,America/Phoenix,OFF,OK,7,Sabres,Buffalo,de Buffalo,BUF,3,53,Coyotes,Arizona,de l'Arizona,ARI,0,3,REG,3,REG,8476999.0,8480839.0,,,,,,,,,,,,,,,,,,,,BUF
2018020070,20182019,2,2018-10-13,False,2018-10-14T02:00:00Z,-04:00,-06:00,America/Denver,OFF,OK,20,Flames,Calgary,de Calgary,CGY,3,21,Avalanche,Colorado,du Colorado,COL,2,4,OT,3,OT,8479496.0,8476346.0,,,,,,,,,,,,,,,,,,,,CGY
2018020071,20182019,2,2018-10-14,False,2018-10-14T17:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,28,Sharks,San Jose,de San Jose,SJS,2,1,Devils,New Jersey,du New Jersey,NJD,3,3,REG,3,REG,8476234.0,8477520.0,,,,,,,,,,,,,,,,,,,,NJD
2018020073,20182019,2,2018-10-14,False,2018-10-14T23:00:00Z,-04:00,-05:00,America/Winnipeg,OFF,OK,12,Hurricanes,Carolina,de la Caroline,CAR,1,52,Jets,Winnipeg,de Winnipeg,WPG,3,3,REG,3,REG,8476316.0,8473412.0,,,,,,,,,,,,,,,,,,,,WPG
2018020072,20182019,2,2018-10-14,False,2018-10-14T23:00:00Z,-04:00,-05:00,US/Central,OFF,OK,24,Ducks,Anaheim,d'Anaheim,ANA,3,19,Blues,St. Louis,de St. Louis,STL,2,3,REG,3,REG,8468011.0,8471699.0,,,,,,,,,,,,,,,,,,,,ANA
2018020074,20182019,2,2018-10-15,False,2018-10-15T23:30:00Z,-04:00,-04:00,America/Toronto,OFF,OK,26,Kings,Los Angeles,de Los Angeles,LAK,1,10,Maple Leafs,Toronto,de Toronto,TOR,4,3,REG,3,REG,8476343.0,8466139.0,,,,,,,,,,,,,,,,,,,,TOR
2018020075,20182019,2,2018-10-15,False,2018-10-15T23:30:00Z,-04:00,-04:00,America/Montreal,OFF,OK,17,Red Wings,Detroit,de Detroit,DET,3,8,Canadiens,Montréal,de Montréal,MTL,7,3,REG,3,REG,8474550.0,8475848.0,,,,,,,,,,,,,,,,,,,,MTL
2018020076,20182019,2,2018-10-15,False,2018-10-15T23:30:00Z,-04:00,-04:00,US/Eastern,OFF,OK,25,Stars,Dallas,de Dallas,DAL,1,9,Senators,Ottawa,d'Ottawa,OTT,4,3,REG,3,REG,8467950.0,8480801.0,,Sénateurs,,,,,,,,,,,,,,,,,,OTT
2018020077,20182019,2,2018-10-15,False,2018-10-16T00:00:00Z,-04:00,-05:00,US/Central,OFF,OK,30,Wild,Minnesota,du Minnesota,MIN,2,18,Predators,Nashville,de Nashville,NSH,4,3,REG,3,REG,8471469.0,8476887.0,,,,,,,,,,,,,,,,,,,,NSH
2018020081,20182019,2,2018-10-16,False,2018-10-16T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,23,Canucks,Vancouver,de Vancouver,VAN,3,5,Penguins,Pittsburgh,de Pittsburgh,PIT,2,4,OT,3,OT,8475195.0,8478444.0,,,,,,,,,,,,,,,,,,,,VAN
2018020080,20182019,2,2018-10-16,False,2018-10-16T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,13,Panthers,Florida,de la Floride,FLA,5,4,Flyers,Philadelphia,de Philadelphie,PHI,6,5,SO,3,SO,8475717.0,,,,,,,,,,,,,,,,,,,,,PHI
2018020079,20182019,2,2018-10-16,False,2018-10-16T23:00:00Z,-04:00,-04:00,America/New_York,OFF,OK,21,Avalanche,Colorado,du Colorado,COL,2,3,Rangers,New York,de New York,NYR,3,5,SO,3,SO,8468685.0,,,,,,,,,,,,,,,,,,,,,NYR
2018020078,20182019,2,2018-10-16,False,2018-10-16T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,25,Stars,Dallas,de Dallas,DAL,0,1,Devils,New Jersey,du New Jersey,NJD,3,3,REG,3,REG,8476234.0,8475151.0,,,,,,,,,,,,,,,,,,,,NJD
2018020082,20182019,2,2018-10-16,False,2018-10-16T23:30:00Z,-04:00,-04:00,US/Eastern,OFF,OK,12,Hurricanes,Carolina,de la Caroline,CAR,2,14,Lightning,Tampa Bay,de Tampa Bay,TBL,4,3,REG,3,REG,8475839.0,8476826.0,,,,,,,,,,,,,,,,,,,,TBL
2018020083,20182019,2,2018-10-16,False,2018-10-17T00:00:00Z,-04:00,-05:00,US/Central,OFF,OK,53,Coyotes,Arizona,de l'Arizona,ARI,1,30,Wild,Minnesota,du Minnesota,MIN,2,3,REG,3,REG,8471227.0,8470595.0,,,,,,,,,,,,,,,,,,,,MIN
2018020084,20182019,2,2018-10-16,False,2018-10-17T00:00:00Z,-04:00,-05:00,America/Winnipeg,OFF,OK,22,Oilers,Edmonton,d'Edmonton,EDM,5,52,Jets,Winnipeg,de Winnipeg,WPG,4,4,OT,3,OT,8475660.0,8477498.0,,,,,,,,,,,,,,,,,,,,EDM
2018020085,20182019,2,2018-10-16,False,2018-10-17T02:00:00Z,-04:00,-07:00,US/Pacific,OFF,OK,7,Sabres,Buffalo,de Buffalo,BUF,1,54,Golden Knights,Vegas,de Vegas,VGK,4,3,REG,3,REG,8470594.0,8475236.0,,,,,,,,,,,,,,,,,,,,VGK
2018020087,20182019,2,2018-10-17,False,2018-10-17T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,3,Rangers,New York,de New York,NYR,3,15,Capitals,Washington,de Washington,WSH,4,4,OT,3,OT,8474651.0,8471702.0,,,,,,,,,,,,,,,,,,,,WSH
2018020086,20182019,2,2018-10-17,False,2018-10-17T23:00:00Z,-04:00,-04:00,America/Montreal,OFF,OK,19,Blues,St. Louis,de St. Louis,STL,2,8,Canadiens,Montréal,de Montréal,MTL,3,3,REG,3,REG,8471679.0,8475848.0,,,,,,,,,,,,,,,,,,,,MTL
