,team_tri_for,gameid_for,teamloc_for,goals_for,hits_for,goals_pp_for,shots_for,shots_blocked_for,poss_giveaway_for,poss_takeaway_for,win_for,seasonIdx_for,gameDate_for,gameEnd_for,gameDate_prev_for,gameDate_del_for,gameIdx_next_for,team_tri_against,gameid_against,teamloc_against,goals_against,hits_against,goals_pp_against,shots_against,shots_blocked_against,poss_giveaway_against,poss_takeaway_against,win_against,seasonIdx_against,gameDate_against,gameEnd_against,gameDate_prev_against,gameDate_del_against,gameIdx_now_against,gameIdx_next_against,fenwick_for,corsi_for,fenwick_against,corsi_against,corsi_lvl,corsi_pct,fenwick_lvl,rshots_for,rshots_blocked_for,rshots_against,rshots_blocked_against,rgoals_for,rgoals_against,rpe,rpe_10,rwin,rgame,rwp,rfenwick_for,rfenwick_against,rfenwick_lvl,rcorsi_for,rcorsi_against,rcorsi_lvl,rcorsi_pct,team_tri_for_oppo,gameid_for_oppo,teamloc_for_oppo,goals_for_oppo,hits_for_oppo,goals_pp_for_oppo,shots_for_oppo,shots_blocked_for_oppo,poss_giveaway_for_oppo,poss_takeaway_for_oppo,win_for_oppo,seasonIdx_for_oppo,gameDate_for_oppo,gameEnd_for_oppo,gameDate_prev_for_oppo,gameDate_del_for_oppo,gameIdx_now_for_oppo,gameIdx_next_for_oppo,team_tri_against_oppo,gameid_against_oppo,teamloc_against_oppo,goals_against_oppo,hits_against_oppo,goals_pp_against_oppo,shots_against_oppo,shots_blocked_against_oppo,poss_giveaway_against_oppo,poss_takeaway_against_oppo,win_against_oppo,seasonIdx_against_oppo,gameDate_against_oppo,gameEnd_against_oppo,gameDate_prev_against_oppo,gameDate_del_against_oppo,gameIdx_now_against_oppo,gameIdx_next_against_oppo,fenwick_for_oppo,corsi_for_oppo,fenwick_against_oppo,corsi_against_oppo,corsi_lvl_oppo,corsi_pct_oppo,fenwick_lvl_oppo,rshots_for_oppo,rshots_blocked_for_oppo,rshots_against_oppo,rshots_blocked_against_oppo,rgoals_for_oppo,rgoals_against_oppo,rpe_oppo,rpe_10_oppo,rwin_oppo,rgame_oppo,rwp_oppo,rfenwick_for_oppo,rfenwick_against_oppo,rfenwick_lvl_oppo,rcorsi_for_oppo,rcorsi_against_oppo,rcorsi_lvl_oppo,rcorsi_pct_oppo,fenwick_lvl_for,corsi_lvl_for,rpe_for,rwin_for,rgame_for,wp,kpi_corsi,kpi_fenwick,kpi_pe,rwin_fittedPE,wp_own,wp_ow,wp_oow,rpi,pairwise_win,kpi_pairwise,kpi_rpi,kpi_wp,Final,team_tri_for_against,fenwick_lvl_against,corsi_lvl_against,rpe_against,rwin_against,rgame_against,wp_against,kpi_corsi_against,kpi_fenwick_against,kpi_pe_against,rwin_fittedPE_against,wp_own_against,wp_ow_against,wp_oow_against,rpi_against,pairwise_win_against,kpi_pairwise_against,kpi_rpi_against,kpi_wp_against,Final_against,idx_OppoGood,idx_OppoBetter,win_for_better,win_for_expected,yr_season
0,MTL,2018020001,away,2,4.0,0.0,6.0,2.0,1.0,0.0,0,2,2018-10-03,OT,,,MTL_PIT_2018-10-06,TOR,2018020001,home,3,3.0,0.0,3.0,4.0,2.0,0.0,1,2,2018-10-03,OT,,,MTL_TOR_2018-10-03,OTT_TOR_2018-10-06,6.0,8.0,3.0,7.0,1.0,0.5333333333333333,3.0,6.0,2.0,3.0,4.0,2,3,0.3076923076923077,,0,1,0.0,6.0,3.0,3.0,8.0,7.0,1.0,0.5333333333333333,TOR,2018020001,home,3,3.0,0.0,3.0,4.0,2.0,0.0,1,2,2018-10-03,OT,,,MTL_TOR_2018-10-03,OTT_TOR_2018-10-06,MTL,2018020001,away,2,4.0,0.0,6.0,2.0,1.0,0.0,0,2,2018-10-03,OT,,,MTL_TOR_2018-10-03,MTL_PIT_2018-10-06,3.0,7.0,6.0,8.0,-1.0,0.4666666666666667,-3.0,3.0,4.0,6.0,2.0,3,2,0.6923076923076923,,1,1,1.0,3.0,6.0,-3.0,7.0,8.0,-1.0,0.4666666666666667,207.0,201.0,0.5267848798185171,44,82,0.5365853658536586,0.8405172413793104,0.9620253164556962,0.5460488034144473,38.4906486897712,0.5365853658536586,0.4991744634012108,0.5365853658536586,0.5178799146274347,12,0.6333333333333333,0.4783950192928577,0.49806949806949824,0.5,TOR,-59.0,-60.0,0.5501333253437997,49,89,0.550561797752809,0.27801724137931033,0.28860759493670884,0.6279077157048655,40.0407306477155,0.550561797752809,0.4966139954853273,0.550561797752809,0.5235878966190681,10,0.7,0.5095427111803609,0.5361242462366059,0.6333333333333333,False,False,0,0,2018
1,MTL,2018020022,away,5,7.0,0.0,1.0,4.0,0.0,1.0,1,2,2018-10-06,REG,2018-10-03,3 days,LAK_MTL_2018-10-11,PIT,2018020022,home,1,2.0,0.0,2.0,2.0,0.0,0.0,0,2,2018-10-06,REG,2018-10-04,2 days,MTL_PIT_2018-10-06,VGK_PIT_2018-10-11,1.0,5.0,2.0,4.0,1.0,0.5555555555555556,-1.0,7.0,6.0,5.0,6.0,7,4,0.7538461538461538,,1,2,0.5,7.0,5.0,2.0,13.0,11.0,2.0,0.5416666666666666,PIT,2018020022,home,1,2.0,0.0,2.0,2.0,0.0,0.0,0,2,2018-10-06,REG,2018-10-04,2 days,MTL_PIT_2018-10-06,VGK_PIT_2018-10-11,MTL,2018020022,away,5,7.0,0.0,1.0,4.0,0.0,1.0,1,2,2018-10-06,REG,2018-10-03,3 days,MTL_PIT_2018-10-06,LAK_MTL_2018-10-11,2.0,4.0,1.0,5.0,-1.0,0.4444444444444444,1.0,4.0,4.0,4.0,5.0,8,11,0.34594594594594597,,1,2,0.5,4.0,4.0,0.0,8.0,9.0,-1.0,0.47058823529411764,207.0,201.0,0.5267848798185171,44,82,0.5365853658536586,0.8405172413793104,0.9620253164556962,0.5460488034144473,38.4906486897712,0.5365853658536586,0.4991744634012108,0.5365853658536586,0.5178799146274347,12,0.6333333333333333,0.4783950192928577,0.49806949806949824,0.5,PIT,-156.0,-143.0,0.5448532191004157,44,86,0.5116279069767442,0.09913793103448276,0.043037974683544304,0.6093958300466435,39.690189220234345,0.5116279069767442,0.5087323943661972,0.5116279069767442,0.5101801506714707,16,0.5,0.43637844046370233,0.43011583011583027,0.4666666666666667,False,True,0,1,2018
2,MTL,2018020051,home,0,6.0,0.0,2.0,1.0,2.0,0.0,0,2,2018-10-11,REG,2018-10-06,5 days,PIT_MTL_2018-10-13,LAK,2018020051,away,3,2.0,0.0,5.0,1.0,2.0,0.0,1,2,2018-10-11,REG,2018-10-09,2 days,LAK_MTL_2018-10-11,LAK_OTT_2018-10-13,2.0,3.0,5.0,6.0,-3.0,0.3333333333333333,-3.0,9.0,7.0,10.0,7.0,7,7,0.5,,1,3,0.3333333333333333,9.0,10.0,-1.0,16.0,17.0,-1.0,0.48484848484848486,LAK,2018020051,away,3,2.0,0.0,5.0,1.0,2.0,0.0,1,2,2018-10-11,REG,2018-10-09,2 days,LAK_MTL_2018-10-11,LAK_OTT_2018-10-13,MTL,2018020051,home,0,6.0,0.0,2.0,1.0,2.0,0.0,0,2,2018-10-11,REG,2018-10-06,5 days,LAK_MTL_2018-10-11,PIT_MTL_2018-10-13,5.0,6.0,2.0,3.0,3.0,0.6666666666666666,3.0,9.0,2.0,12.0,6.0,10,7,0.6711409395973155,,2,4,0.5,9.0,12.0,-3.0,11.0,18.0,-7.0,0.3793103448275862,207.0,201.0,0.5267848798185171,44,82,0.5365853658536586,0.8405172413793104,0.9620253164556962,0.5460488034144473,38.4906486897712,0.5365853658536586,0.4991744634012108,0.5365853658536586,0.5178799146274347,12,0.6333333333333333,0.4783950192928577,0.49806949806949824,0.5,LAK,-71.0,-123.0,0.37103652714757257,31,82,0.3780487804878049,0.14224137931034483,0.2582278481012658,0.0,28.15065790994153,0.3780487804878049,0.5145089285714286,0.3780487804878049,0.4462788545296167,30,0.03333333333333333,0.08767764106454909,0.06640926640926648,0.03333333333333333,False,True,0,0,2018
3,MTL,2018020062,home,4,7.0,0.0,6.0,1.0,4.0,1.0,1,2,2018-10-13,SO,2018-10-11,2 days,DET_MTL_2018-10-15,PIT,2018020062,away,3,2.0,0.0,1.0,5.0,2.0,1.0,0,2,2018-10-13,SO,2018-10-11,2 days,PIT_MTL_2018-10-13,VAN_PIT_2018-10-16,6.0,7.0,1.0,6.0,1.0,0.5384615384615384,5.0,15.0,8.0,11.0,12.0,11,10,0.5475113122171946,,2,4,0.5,15.0,11.0,4.0,23.0,23.0,0.0,0.5,PIT,2018020062,away,3,2.0,0.0,1.0,5.0,2.0,1.0,0,2,2018-10-13,SO,2018-10-11,2 days,PIT_MTL_2018-10-13,VAN_PIT_2018-10-16,MTL,2018020062,home,4,7.0,0.0,6.0,1.0,4.0,1.0,1,2,2018-10-13,SO,2018-10-11,2 days,PIT_MTL_2018-10-13,DET_MTL_2018-10-15,1.0,6.0,6.0,7.0,-1.0,0.46153846153846156,-5.0,5.0,10.0,14.0,7.0,15,17,0.4377431906614786,,2,4,0.5,5.0,14.0,-9.0,15.0,21.0,-6.0,0.4166666666666667,207.0,201.0,0.5267848798185171,44,82,0.5365853658536586,0.8405172413793104,0.9620253164556962,0.5460488034144473,38.4906486897712,0.5365853658536586,0.4991744634012108,0.5365853658536586,0.5178799146274347,12,0.6333333333333333,0.4783950192928577,0.49806949806949824,0.5,PIT,-156.0,-143.0,0.5448532191004157,44,86,0.5116279069767442,0.09913793103448276,0.043037974683544304,0.6093958300466435,39.690189220234345,0.5116279069767442,0.5087323943661972,0.5116279069767442,0.5101801506714707,16,0.5,0.43637844046370233,0.43011583011583027,0.4666666666666667,False,True,0,1,2018
4,MTL,2018020075,home,7,1.0,0.0,4.0,2.0,3.0,2.0,1,2,2018-10-15,REG,2018-10-13,2 days,STL_MTL_2018-10-17,DET,2018020075,away,3,2.0,0.0,4.0,3.0,0.0,0.0,0,2,2018-10-15,REG,2018-10-13,2 days,DET_MTL_2018-10-15,DET_TBL_2018-10-18,4.0,6.0,4.0,7.0,-1.0,0.46153846153846156,0.0,19.0,10.0,15.0,15.0,18,13,0.6572008113590264,,3,5,0.6,19.0,15.0,4.0,29.0,30.0,-1.0,0.4915254237288136,DET,2018020075,away,3,2.0,0.0,4.0,3.0,0.0,0.0,0,2,2018-10-15,REG,2018-10-13,2 days,DET_MTL_2018-10-15,DET_TBL_2018-10-18,MTL,2018020075,home,7,1.0,0.0,4.0,2.0,3.0,2.0,1,2,2018-10-15,REG,2018-10-13,2 days,DET_MTL_2018-10-15,STL_MTL_2018-10-17,4.0,7.0,4.0,6.0,1.0,0.5384615384615384,0.0,12.0,12.0,27.0,7.0,14,30,0.17883211678832117,,0,6,0.0,12.0,27.0,-15.0,24.0,34.0,-10.0,0.41379310344827586,207.0,201.0,0.5267848798185171,44,82,0.5365853658536586,0.8405172413793104,0.9620253164556962,0.5460488034144473,38.4906486897712,0.5365853658536586,0.4991744634012108,0.5365853658536586,0.5178799146274347,12,0.6333333333333333,0.4783950192928577,0.49806949806949824,0.5,DET,-110.0,-123.0,0.4017605139640412,32,82,0.3902439024390244,0.14224137931034483,0.15949367088607594,0.10771732701853315,30.190395312962934,0.3902439024390244,0.5053161723559038,0.3902439024390244,0.4477800373974641,26,0.16666666666666666,0.09586939456045106,0.09961389961389971,0.13333333333333333,False,True,0,1,2018
5,MTL,2018020086,home,3,1.0,0.0,3.0,2.0,2.0,0.0,1,2,2018-10-17,REG,2018-10-15,2 days,MTL_OTT_2018-10-20,STL,2018020086,away,2,3.0,0.0,3.0,1.0,4.0,0.0,0,2,2018-10-17,REG,2018-10-14,3 days,STL_MTL_2018-10-17,STL_TOR_2018-10-20,3.0,5.0,3.0,4.0,1.0,0.5555555555555556,0.0,22.0,12.0,18.0,16.0,21,15,0.6621621621621622,,4,6,0.6666666666666666,22.0,18.0,4.0,34.0,34.0,0.0,0.5,STL,2018020086,away,2,3.0,0.0,3.0,1.0,4.0,0.0,0,2,2018-10-17,REG,2018-10-14,3 days,STL_MTL_2018-10-17,STL_TOR_2018-10-20,MTL,2018020086,home,3,1.0,0.0,3.0,2.0,2.0,0.0,1,2,2018-10-17,REG,2018-10-15,2 days,STL_MTL_2018-10-17,MTL_OTT_2018-10-20,3.0,4.0,3.0,5.0,-1.0,0.4444444444444444,0.0,27.0,11.0,21.0,16.0,17,23,0.3533007334963325,,1,6,0.16666666666666666,27.0,21.0,6.0,38.0,37.0,1.0,0.5066666666666667,207.0,201.0,0.5267848798185171,44,82,0.5365853658536586,0.8405172413793104,0.9620253164556962,0.5460488034144473,38.4906486897712,0.5365853658536586,0.4991744634012108,0.5365853658536586,0.5178799146274347,12,0.6333333333333333,0.4783950192928577,0.49806949806949824,0.5,STL,-20.0,-38.0,0.5470498541151145,61,108,0.5648148148148148,0.3254310344827586,0.38734177215189874,0.6170971630029459,39.836021811135794,0.5648148148148148,0.49337748344370863,0.5648148148148148,0.5290961491292617,7,0.8,0.5396005060853826,0.5749320749320749,0.9333333333333333,False,False,0,0,2018
6,MTL,2018020107,away,3,3.0,0.0,5.0,0.0,0.0,1.0,0,2,2018-10-20,OT,2018-10-17,3 days,CGY_MTL_2018-10-23,OTT,2018020107,home,4,4.0,0.0,2.0,2.0,0.0,0.0,1,2,2018-10-20,OT,2018-10-15,5 days,MTL_OTT_2018-10-20,BOS_OTT_2018-10-23,5.0,5.0,2.0,4.0,1.0,0.5555555555555556,3.0,27.0,12.0,20.0,18.0,24,19,0.6147278548559232,,4,7,0.5714285714285714,27.0,20.0,7.0,39.0,38.0,1.0,0.5064935064935064,OTT,2018020107,home,4,4.0,0.0,2.0,2.0,0.0,0.0,1,2,2018-10-20,OT,2018-10-15,5 days,MTL_OTT_2018-10-20,BOS_OTT_2018-10-23,MTL,2018020107,away,3,3.0,0.0,5.0,0.0,0.0,1.0,0,2,2018-10-20,OT,2018-10-17,3 days,MTL_OTT_2018-10-20,CGY_MTL_2018-10-23,2.0,4.0,5.0,5.0,-1.0,0.4444444444444444,-3.0,23.0,15.0,26.0,11.0,28,25,0.5564229950319376,,4,7,0.5714285714285714,23.0,26.0,-3.0,38.0,37.0,1.0,0.5066666666666667,207.0,201.0,0.5267848798185171,44,82,0.5365853658536586,0.8405172413793104,0.9620253164556962,0.5460488034144473,38.4906486897712,0.5365853658536586,0.4991744634012108,0.5365853658536586,0.5178799146274347,12,0.6333333333333333,0.4783950192928577,0.49806949806949824,0.5,OTT,10.0,36.0,0.3910314619945516,29,82,0.35365853658536583,0.4849137931034483,0.46329113924050636,0.07010160981034606,29.478103359062015,0.35365853658536583,0.5067643742953777,0.35365853658536583,0.43021145544037176,31,0.0,0.0,0.0,0.0,False,True,0,0,2018
7,MTL,2018020124,home,3,6.0,1.0,8.0,6.0,2.0,1.0,1,2,2018-10-23,REG,2018-10-20,3 days,MTL_BUF_2018-10-25,CGY,2018020124,away,2,3.0,0.0,1.0,4.0,3.0,2.0,0,2,2018-10-23,REG,2018-10-21,2 days,CGY_MTL_2018-10-23,PIT_CGY_2018-10-25,8.0,14.0,1.0,5.0,9.0,0.7368421052631579,7.0,35.0,18.0,21.0,22.0,27,21,0.6230769230769231,,5,8,0.625,35.0,21.0,14.0,53.0,43.0,10.0,0.5520833333333334,CGY,2018020124,away,2,3.0,0.0,1.0,4.0,3.0,2.0,0,2,2018-10-23,REG,2018-10-21,2 days,CGY_MTL_2018-10-23,PIT_CGY_2018-10-25,MTL,2018020124,home,3,6.0,1.0,8.0,6.0,2.0,1.0,1,2,2018-10-23,REG,2018-10-20,3 days,CGY_MTL_2018-10-23,MTL_BUF_2018-10-25,1.0,5.0,8.0,14.0,-9.0,0.2631578947368421,-7.0,24.0,19.0,32.0,16.0,32,27,0.5841414717626925,,5,9,0.5555555555555556,24.0,32.0,-8.0,43.0,48.0,-5.0,0.4725274725274725,207.0,201.0,0.5267848798185171,44,82,0.5365853658536586,0.8405172413793104,0.9620253164556962,0.5460488034144473,38.4906486897712,0.5365853658536586,0.4991744634012108,0.5365853658536586,0.5178799146274347,12,0.6333333333333333,0.4783950192928577,0.49806949806949824,0.5,CGY,-66.0,-161.0,0.6018617590413011,51,87,0.5862068965517241,0.0603448275862069,0.2708860759493671,0.8092659698284335,43.474934081104216,0.5862068965517241,0.4833242208857299,0.5862068965517241,0.534765558718727,4,0.9,0.5705377135495191,0.6331780055917987,0.7333333333333333,True,False,1,0,2018
8,MTL,2018020135,away,3,2.0,0.0,2.0,1.0,1.0,1.0,0,2,2018-10-25,REG,2018-10-23,2 days,MTL_BOS_2018-10-27,BUF,2018020135,home,4,6.0,0.0,5.0,2.0,1.0,2.0,1,2,2018-10-25,REG,2018-10-21,4 days,MTL_BUF_2018-10-25,BUF_CBJ_2018-10-27,2.0,3.0,5.0,7.0,-4.0,0.3,-3.0,37.0,19.0,26.0,24.0,30,25,0.5901639344262295,,5,9,0.5555555555555556,37.0,26.0,11.0,56.0,50.0,6.0,0.5283018867924528,BUF,2018020135,home,4,6.0,0.0,5.0,2.0,1.0,2.0,1,2,2018-10-25,REG,2018-10-21,4 days,MTL_BUF_2018-10-25,BUF_CBJ_2018-10-27,MTL,2018020135,away,3,2.0,0.0,2.0,1.0,1.0,1.0,0,2,2018-10-25,REG,2018-10-23,2 days,MTL_BUF_2018-10-25,MTL_BOS_2018-10-27,5.0,7.0,2.0,3.0,4.0,0.7,3.0,55.0,28.0,26.0,19.0,26,28,0.46301369863013697,,6,10,0.6,55.0,26.0,29.0,83.0,45.0,38.0,0.6484375,207.0,201.0,0.5267848798185171,44,82,0.5365853658536586,0.8405172413793104,0.9620253164556962,0.5460488034144473,38.4906486897712,0.5365853658536586,0.4991744634012108,0.5365853658536586,0.5178799146274347,12,0.6333333333333333,0.4783950192928577,0.49806949806949824,0.5,BUF,112.0,173.0,0.4101929856967322,33,82,0.4024390243902439,0.7801724137931034,0.7215189873417721,0.13728130647962086,30.750219404017123,0.4024390243902439,0.5044593088071349,0.4024390243902439,0.4534491665986894,26,0.16666666666666666,0.12680507198358185,0.13281853281853295,0.16666666666666666,False,True,0,0,2018
9,MTL,2018020152,away,3,4.0,0.0,5.0,1.0,1.0,1.0,1,2,2018-10-27,REG,2018-10-25,2 days,DAL_MTL_2018-10-30,BOS,2018020152,home,0,3.0,0.0,4.0,2.0,0.0,2.0,0,2,2018-10-27,REG,2018-10-25,2 days,MTL_BOS_2018-10-27,BOS_CAR_2018-10-30,5.0,6.0,4.0,6.0,0.0,0.5,1.0,42.0,20.0,30.0,26.0,33,25,0.6353558926487748,,6,10,0.6,42.0,30.0,12.0,62.0,56.0,6.0,0.5254237288135594,BOS,2018020152,home,0,3.0,0.0,4.0,2.0,0.0,2.0,0,2,2018-10-27,REG,2018-10-25,2 days,MTL_BOS_2018-10-27,BOS_CAR_2018-10-30,MTL,2018020152,away,3,4.0,0.0,5.0,1.0,1.0,1.0,1,2,2018-10-27,REG,2018-10-25,2 days,MTL_BOS_2018-10-27,DAL_MTL_2018-10-30,4.0,6.0,5.0,6.0,0.0,0.5,-1.0,24.0,20.0,38.0,21.0,34,27,0.613262599469496,0.7429305912596401,6,11,0.5454545454545454,24.0,38.0,-14.0,44.0,59.0,-15.0,0.42718446601941745,207.0,201.0,0.5267848798185171,44,82,0.5365853658536586,0.8405172413793104,0.9620253164556962,0.5460488034144473,38.4906486897712,0.5365853658536586,0.4991744634012108,0.5365853658536586,0.5178799146274347,12,0.6333333333333333,0.4783950192928577,0.49806949806949824,0.5,BOS,-21.0,-42.0,0.6175351351351351,64,106,0.6037735849056604,0.3168103448275862,0.3848101265822785,0.8642163311949154,44.515475194508106,0.6037735849056604,0.5016357688113413,0.6037735849056604,0.5527046768585008,4,0.9,0.6684290743439649,0.6810082319516282,1.0,True,False,1,0,2018
